title,contents,author,comments
엠비티아이 검사 새로 나왔나봐요?,"['흠...enfp는 처음 받아보는데 저만 이거 이상한가요?', '다른 분들 중에 해보신 분 계실까요?', '제가 사람은 싫어하는데 사람들이랑 두루두루 잘 어울릴 순 있어서 그렇게 체크했는데 그러다보니 e가 나와버렸네요']",깜찍한망둥isfj,"['저 이거해보니 estp 나오더라고여 ㅋㅋㅋ좀 아닌거같던데', '그쵸 ㅋㅋㅋ 그것도 모르고 두번이나 해봤네요', '이거 좀 이상해요 하면서도 질문들이 뭔가 이상하다고 느꼈어요ㅋㅋㅋ유료검사도 intj나왔는데 isfp가 나와서 얼척없던데', '저도 이걸로 하니깐 estj 나왓어요..ㅋㅋㅋㅋㅋ', '댓글들 보니 얼마나 다르게 나올지 기대되네요 하러가야지 ㅋㅋㅋㅋㅋ', ""뭐가 다른가 했더니!!\n한국 MBTI 연구소 / 한국 MBTI'심리'연구소 였네요...!\n사이트 리뉴얼한줄 알았어요 ㅎㅎ... 주소에 k가 붙고 안붙고가 달랐네...."", 'INFP인데 INTP ENTP 나왔어요…ㅋㅋ 근데 유료검사에는 ISTP 나왔는데 제 자아가 몇 개인걸까요 ㅋㅋ']"
ESFJ - 밝은 애인이 힘들다고 얘기하면 어떤가요?,"['자기계발 공부하며 이런저런 생각으로 우울한 감정이 막 올라오는데', '가장 친한 친구들도 취준생으로 힘들어하는 시기라 말도 못하고 .. 남자친구랑 사귄지는 2주밖에 안됐고 ..', '', '힘들다고 말하몬 엣프제 남친이 좀 부담스러워할까요?', '']",ISFPJ빙봉,"['애인인걸 떠나서\n사람이 힘들다고 했을때\n초면이나 처음 만난 사람이 그러는거 아닌이상\n싫어하는 사람이면\n몇년이 지나더라도\n비슷할것 같아요\n나중에 약점잡힐 만한\n아주 딥한 이야기 아니면\n오픈해도 괜찮다고 생각합니다', '힘든걸 굳이 연인한테 이야기 해야하나요..?\n자기 힘든건 스스로 극복해야하는 문제죠\n그럴거면 연애를 왜해?라고 말하시는 분들 있을텐데\n연애는 인생의 부가서비스 같은거고 함께 있으면 즐겁고\n인생의 원동력 같은 느낌을 받기 위해 하는거라 생각해요.그럴러면 내가 상대에게 부담스러운 존재가 되선 안되구요.그렇게 시간과 추억이 쌓인 후에 정말 다 무너지는 그 순간에서도 나를 배신하지 않는 사람이라는 경험을 하고 나선 사랑이라 할 수 있는거구요.\n\n2주정도 됐으면 너무 기대지마세요.', '본인이 밝다는거죠? 2주든 2달이든.. 서로의 깊이가 있잖아요.\n본인이 느끼는 서로의 감정공유의 정도.\n거기따라 다르지 않을까요.\n요즘 힘들다고 하는게.. 두분만의 적당한 거리에서 가능한 이야기라면 가능할듯도 해요.\n남자분은 해결사 역할 하는거 좋아하기도 하거든요.', '어떤 상태인지 알려주는 게 서로 관계에 좋다고 생각합니다! 이런 걸 걱정하실 정도면 엄청 찡찡대지는 않으실 거 같아요 애인이라면 도와줄 수 있는 부분은 도와주고 싶어 할 거라서 좋을 거 같아요!', '네 ㅎㅎ 감사합니다']"
ISFJ 무물받아요ㅎㅎ,['J제외하고 반반 나옵니다!'],im esnftjp,"['헤어진 사람이 연락하면 정떨어지나요?..🥲', '연락했다고 정떨어지지는 않을것 같아요! 그 후 어떤 대화와 어떤 행동을 하는지에 따라 다를것같아요~', '어떤 스타일 좋아하시나요??', '과묵하면서 저랑은 티키타카 잘되면 좋아해요! 자기관리 하면서 본인이 하는일에 자부심 있는사람, 본받을수 있는 사람을 이성으로 느껴요!', '집에서 많이 우나요? 우는거 일부러 우나요?\n보호받고 싶어서? 이득을 취하기 위한 약한 모션인가요?진짜가 어떤 모습인가요? 엄청 계획적인가요?', '슬픈일 있으면 울고 털어내 버려요! 그래야 속시원 하고 마음정리가 돼요\n일부러 우는건 아니지만 감정적으로 힘든 상황이 오면 우는것 같아요\n약한 모션이라고 생각은 안하고 오히려 더 감추려고 해요\n엄청 계획적이다? 기준을 모르겠지만.. 큰 계획이 있어야 움직이는게 가능합니다', '딱히 누굴 정해둔 건 아닌데, 자꾸 소개 한 번 알아보겠다며 저에게 물어보는 건 무슨 심리일까요?ㅋ ㅋ 누군가에게 소개시켜주기에 제가 정말 괜찮은 사람이라서 일까요?', '네!! 댓님이 괜찮은 사람이니깐 소개해준다고 할거예요! 그게 아니라면 오히려 감추죠', '담에 한 번 보자는건 볼 마음이 진짜 있는건가요? 아님 상대방이 담에 한번 보자고 하니까 예의상 말하는건가요?', '음 다음에 한번 보자하고 일상 텍스트 메세지를 계속 하다면 정말 보자는 말이고! 연락 안하면 빈말로 하는말 같아요!', '헤어지고 재회하신 적 있으세요?']"
엣프제 남자 이별후,"['엣프제 남자랑 상황이별로 헤어졌습니다.', '미래가 보이지 않는다는 이유로요!', '상대 말로는 감정정리는 하나도 안됐지만 이성적으로 생각해서 지금이라도 그만하는게 맞는거같다고 통보받았습니다.', '(연애기간은 한 3개월정도입니다)', '그때 얘기나눌때 그냥 솔직한 제 감정 말하고 (붙잡진않음) 그래도 그동안 고마웠다 잘지내라 이런식으로 좋게 끝냈습니다.', '그리고 한 3일뒤? 이사람이 소개팅 시켜달라고 지인한테 말한걸 들었어요 (그 상대는 그 지인이랑 저랑 친한지 모를겁니다)', '', '이건 그냥 상황이별이 아니라 사실 마음이 식었던건데 그냥 상황 갖다붙이면서 끝낸건가요?', '\\몇번이고 제가 마음 정리 된거 아니냐고 물었고 솔직하게 얘기해줘도 된다고 했는데 전혀 아니라고 했거든요', '', '솔직하고 냉정한 답변 부탁드려요!']",희우,"['(너하고) 미래가 보이지 않는다 아닐까요? 미래가 보이지 않는 다는 말만 곧이 곧대로 믿으셔서 충격이 클 것 같은데...헤어질 때 말이야 다 갖다 붙이면 되는 거고.. 헤어졌다는 그 사실 하나만 생각해보면 마음이 그냥 거기까지라 헤어진거예요. 소개팅하고 싶은가보죠...', '우리가함께하는 미래가 보이지않는다 인것같습니다..']"
제 이상형이 ISFJ인데,['제 이상형이 ISFJ 남성분인데 혹시 mbti를 물어보지 않고도 대화를 나누면서 isfj임을 알수 있는 방법이 있을까요?'],저는 isftp,"['우선 전체적인 분위기나 대화가 굉장히 차분하고 조용한 느낌이에요~\n가치관을 물어보면 확실히 티가 나실 수도 있는데 도덕성,예의 굉장히 중시하는데\n제일 중요한건 너무 진지한 성격이라 대화 자체가 노잼이라면 확률이 높은...ㅋㅋㅋ', '흠 그렇군용ㅠ 근데 그런 분위기에 분도 제가 예상한바랑 너무 다른 mbti셔서 놀란적이 많거든요 분위기나 대화가 차분하다고 판별이 어렵더라구요..ㅠㅋㅋㅋㅋ', '사실 아직 제 주변에 isfj 남성분들과 만나서 이야기를 해본적이 없어서 그런가 어렵네요ㅠ 저는 진지한 이야기 좋아하거든요ㅠ', '우선 대화에서 주도보단 잘 들어주며 공감 리액션을 잘 해주는것 같아요~\n굉장히 진지하죠ㅠ 저 같은 경우에도 농담,진담 구분 못할만큼 유머쪽으로는 센스가 없어서ㅠㅠ\n같은 엠비티아이라도 사바사니깐 차라리 간접적으로 질문을 던져서 그 대답으로 유추해 보는 방법밖엔 없을 것 같네요ㅠㅠ', '흠 그렇군요 알려주셔서 감사합니당👍👍👍', 'isfj같든 안같든 오... 뭔가 isfj같으시당 이 라고 던지면 맞으면 오! 맞아요! 아니면 아 아니에요 라고 할 것입니다 묻지는 않았으나 알아내기 스킬 굳', 'ㅋㅋㅋㅋㅋ그런가요? 그렇게 물어보는게 제일 편하겠죠?ㅋㅋㅋ', '1. 다음주에 내 친구들이 다같이 모여 놀기로 했는데 너도 올래? - 응이라고 대답하면 찬다.\n\n2. 만약에~ 로 시작하는 비현실적 질문을 마구 던진다. - 즐거워하면 찬다.\n\n3. 사실을 전달하는 게 중요하다고 생각해, 아니면 타인에게 상처주지 않는 게 중요하다고 생각해? 하고 묻는다. - 사실을 전달하는 게 중요하다고 답변하면 찬다.\n\n4. 나랑 아무 계획 없이 훌쩍 여행갈래? 하고 묻는다. - 가겠다고 하면 찬다.\n\n모두 통과한 사람과 만난다.', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좋네욬ㅋㅋㅋㅋㅋ', '공감!! 사귀기전 모두 해당이었는데\n여친이 된 지금의 isfj는 저 한정 4번은 무조건 콜ㅋㅋㅋㅋㅋ', '천재시네여!!!!', '이거대박이다ㅋㅋㅋisfj 잘알ㅋㅋ\n절대 싫은것만 적어놓으셨어ㅋㅋ', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 질문 읽다가 찬다에서 뿜었어요!! ㅋㅋㅋㅋㅋㅋ', '나혼자산다 보셨는지요?\n천정명씨가 ISFJ인데.\n제 주변 잇프제 남자분들 딱 저런 분위기, 성격이에요.', '장도연 권상우 잇프제\n일단 잇프제는 얌전하고 낯가리고 경청 잘하고 배려가 넘치죠']"
J에서 점점 p가 되는거 같아요..,"['솔직히 원래는 놀때도 일할때도 j였는데 점점 p가 되는거 같아요', '', '', '일단 방도 예전엔 진짜 깨끗하고 정리가 잘 되어있었는데 요즘은 귀찮아서 주말에 몰아서 치워요', '', '그리고 약속시간 10분 전엔 나와있었는데 요즘은 딱 맞춰 가거나 5분정도 늦을 때도 많고요 ㅋㅋㅋ', '', '그리고 그냥 모든게 귀찮아진 느낌이예요', '강아지 키우는 것고 귀찮고..(귀엽긴 하지만)', '식물 물 주는 것도 귀찮고', '옷 정리 하는 것도 귀찮아요!ㅠㅠ', '', '물론 날 잡고 한번에 하는건 정말 좋아하는데', '바로바로 치우는게 안 되는거 같아요', '글고 옛날엔 행동도 빠릿했는데 요즘은 느릿하고 우유부단하고요ㅠㅠ', '', '그치만 아직도 j같은 이유는 일단 규칙을 깨는 사람을 정말 싫어하고, 여행 갈 땐 무조건 계획이 있어야 하더라고요', '', '그치만 저런 경우는 좀 특별한 경우고 일상생활보면 완전 p같네요 😂', '']",깜찍한망둥isfj,"['귀차니즘이 P인게 아니라구욧\n\n하지만 저는 귀차니즘인 P입니다.\n찡긋. 웰컴투 피월드', 'ㅋㅋㅋㅋㅋㅋ ㅠㅠ 근데 귀차니즘이 있는데 j일수가 있나요? 그러면 엄청 스트레스 받을거 같아요', '환영합니다ㅋㅋㅋㅋㅋㅋㅋ', '흑흣 안돼요..저 j할래요ㅠㅠ 근데 확실히 스트레스는 정말 사라졌어요..헤헤 그치만 너무 나태해졌어요 ㅋㅋㅋㅋ', '울회사에 esfj 라는 사람이 딱 글쓰신 내용 저렇던데\n행동이나 일하는거 보면 j 라는데 좀 많이 p 같아 보이지만\np 인 제가 보기엔.. 융통성? 그런건 없어 보이긴 해요', '아 맞아요 ㅋㅋㅋ뭔가 하던 대도 계속 시도해보기만 하지 새롭게 도전할 생각은 많이 안해요.. 그냥 게을러진 걸까요 ㅋㅋㅋㅋ', '졸업하고나서 주체적으로 살아가면서 p가 되았습니다 ㅋㅋ자취하면서부터 더더욱 실체가 드러나고요', '저 진짜 자취하면 큰일날거 같아요.......']"
Isfj 남자한테 차단당했는데 이거 무슨 뜻인가요?ㅠ,"['isfj 남자랑 썸타고 있었어요 저랑 엠비티아이', '정반대지만 장난도 치고 잘 맞더라구요', '그러다가 카톡으로 말다툼? 이 있었어요', '싸운정도는 아니구요', '서로 입장이 좀 다른 주장이였어서요', 'isfj랑 마지막 카톡이 isfj가 저한테', '자긴 지금 심각한 이유를 잘 모르겠어 하면서', '카톡이 왔는데 지금 바로 답장하면', '너무 직설적으로 제가 얘기할까봐 읽고 생각해보고', '낼 점심쯤 연락해야겠다 하고 읽씹 후 잤는데', '일어나보니까 프로필 비공개로 차단 당해있네요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '그 날만 해도 좋다 뭐다 이런사람인데 ㅠ', '', 'isfj가 프로필 비공개 차단까지 하는 이유는 뭘까요 ㅠ?', '좀 심란하네요 ..ㅋㅋㅋㅋ갑자기? 느낌이라서 ㅠ', '', '']",마룽entp,"['생각정리 후 보내야지 이 생각은 글쓴님만 알고 계시는거니.. 상대는 짚고 넘어가야할 문제에 대해서 얘기했는데 읽씹 당했다고 생각할 것 같아요. 그래서 상처받음+홧김+사전차단 이런 감정으로 했지 않았을까 싶어여!', '읽씹좀 할 수도 있지', '차단 할 수도 있는거죠~', '누가 뭐래요? 작성자가 차단한 이유 궁금해하길래 답한건데요', '잇프제 남친한테 물어보니 손절이라고하네요.\n바로답장안했으니 잇프제는 그사이에 많은 생각을 했을꺼라고..', '제가 본 잇프제들은 예의 중시하고 선이 명확했어서 자기생각에는 읽씹당했다고 여기고 기분이 나빴던 것 같아요!', '저도 저런 상황이라면 차단은 안하지만 번호, 카톡 친구 삭제 해요. 손절이죠...', '전 손절할때 그냥 차단해요..다시는 안풀생각으로 ㅜ', '쌓인게 많았나보네요.. 글고 읽씹은 왜 하시는건지ㅠㅠ 무시받는 기분이 들어요', '그냥 생각 좀 해보고 답장 할테니 시간을 달라고 남겨놓으시지.. 저라도 이렇게 얘기하는 와중에 읽씹당했다 생각하고 기분나빠서 정리할듯요', '상황이 좋은 상황도 아니었고\n상대가 읽씹하고 연락 없는 거면 그냥 끝이라고 생각했을 것 같아요', '222 좋은 상황이 아닌 얘기를 하는중에 아무말 없이 읽씹이면 상대방은 뭐지? 싶죠 생각 더 해보고싶다고 내일 연락 다시 하자고 말했으면 잇프제도 저렇게까지 안했을거예요', '저는 읽고 생각해보고 답해야지\n이거 극 공감하는데\n댓글보니 다른 성향들은 이해 안가는 행동인가보네요 ㅠㅠ', '그러게요 ㅠㅠ.....지금까지 이렇게 갑자기 차단당한적은 없었는데 좀 어리둥절한 마음...ㅎ ㅏ', 'P들 읽고 그냥 넘어가는거 J들은 숨넘어가요;\n특히 잇프제는 나중에 얘기할 거면 안읽씹하는 사람들이라;; 굉장히 무례하다고 느끼셨을 거 같네요.\n나중에 얘기해야지 하는건 혼자 생각하신 거니 어떻게 알겟어요...\n담에 또 이런일이 있으시면 자고 일어나서 다시 얘기하자고 얘기하시면 이런 결과로는 이어지지 않을거 같아요...ㅎㅎ', '안읽씹보단 읽씹이 더 싫은..\n아 이사람은 날 거부했구나\n그래 나도 너 거부 흥~', '읽씹 마상 당하는 잇프제입니다\n정말 오해의 소지를 주셨네요\n아침도 아니고 점심이라뇨 너무 늦었어요\n차라기 안읽씹하고 담날 답장이 낫죠\n구리고 두분 mbti로 봐서 너무 안맞아요\n그러니 타이밍도 안맞은듯요\n상대는 갑자기일수 있으나 잇프제에겐 갑자기란 없어요', '읽씹말고 차라리 지금 말하면 직설적으로 말할거 같아서 내일 연락하겠다고 했으면 이해했을거에요...ㅠㅜ\n그리고 잇프제 싸우는거, 논쟁 같은거 싫어해서 저 상황자체를 더 심각하게 생각했었을 수도 있어요.\n그 이후로 읽씹이면 더 얘기하기 싫다는 의미로 받아들였을 것 같은데요..?\n잇프제 입장에서는 읽씹하고선 왜차단? 갑자기? 라고 생각하는게 더 놀라워요', '흐아...여러분들 생각 듣구..많이 깨닫구 갑니다..허허허 ..다들 댓글 감사합니다 이유를 몰랐는데 댓글 보고..뼈저리게 깨닫고 갑니다..(눈물)ㅠ맴찢.... \n저랑은 완전 정반대인 사람이 맞기두 하네요\n댓글써주신분들이랑 제 성향이 아예 반대라서\n읽으면서 신기하기두 하고..껄껄 .. 하하하\n차단에 상처받았지만...그러려니 해야겠어여 다들 감사합니다 ㅎㅅㅎ...']"
관심있는 isfj연하남과 밥을 먹어보고 싶은데요,"['같이 논의해봐야하는 공적인 일을 핑계로 같이 밥먹자고', '이번주중에 시간 되는지 물어봤었어요', '그랬더니', '너무나도 가고싶은데 매일 일이 있다고 요일별 스케줄을 쫙 이야기해주면서 저 퇴사할까요..?ㅠㅠ 이렇게 답이 왔어요 ㅋㅋ', '저희가 토요일에 모이는 모임이 있어서 그럼 걍 토요일 모임에서 이야기하자고 하니까', '좋긴 한데 그때 이야기할 시간이 있을지 모르겠다고 답이 왔습니다', '여기까지 이야기하고 밤이 넘 늦었길래 일단 자고 천천히 이야기하자고 제가 말하고 대화를 끊었어요~', '', '이 상황에서 제가 담주에 밥 먹을 날을 잡아보는 연락을 하는건 좀 에바일까요? 넘 들이대 부담을 주는건가 싶어서 망설여지네요..!']",리코타INFJ,"['제가 잇프제 24살인데(잇프제 치곤 연령이 낮은 편) 확실한건 그 주에 잇프제가 바쁘단거에요.\n\n다음 주에 약속 잡아서 잇프제 마음 꼭 사로잡길 바라요! 😊', '바쁜건 정말 확실한 것 같아요 ㅋㅋㅋ 감사합니다!!', '호감없으면 ~~이래서 바쁘다 구체적으로 얘기 안해요ㅋㅋㅋㅋ 다음주에 약속 잡아보세용', '용기가 좀 생기네요~! 감사해요 도전해 보겠습니다^^', '토욜 만나서 슬쩍 던져보세요', '네네!! 감사감사합니다~!!', '나이차이가 꽤 나는 사이인가요??', '네 좀 나이차가 있습니다..! 그래서 더 망설여지는 것도 있어요ㅠ', '제가 저 맥락만 읽어봤을때는 어른을 대하는 느낌..?이 들어서 나이차이가 나는 상황이냐고 물어본거였는데 진짜로 나이차이가 좀 나는 관계셨군요 ㅜㅜ 호감은 있는거 같은데 그게 이성적인것 보단 사람에 대한 호감으로 보여요...10살 이상 차이인가요??', '딱 10살입니다..! 이성적 호감은 현재로선 저도 기대하진 않고요 만나보고 이야기 나눠보면서 그런 흐름으로 이어질 수 있을지를 살펴보고 싶어요~ 근데 또 연락하면 너무 만남에 집착하는 모양새일까 싶어서 여쭤보았습니다!', '만약 만날 생각이 없는 상태라면 연락이 부담스럽게 느껴질 수 있을 것 같아요! 토요일 모임에서 은근슬쩍 던져보고 파악해보시는게 좋겠네요~ 화이팅입니다!', '네 다른분들 댓글도 참고해보니 아무래도 그렇게 하는 게 제일 자연스러울 것 같아요!! 현명한 조언 감사드립니다^^']"
잇프제 남자는 보통 여자친구가 자기관리 잘했으면 좋겠나요?!?,"['살좀 찌면 그래두 운동도 하면서 관리했으면 좋겠구', '그런편인가요?!?']",마룽entp,"['유형상관없이 관리하면 좋지않을까요ㅋㅋ', '저는 여자지만... 자기관리의 개념보다는 건강관리의 개념에서 바라 보는거 같아요ㅋㅋㅋ 걱정인형이라 그런가 살 찌면 건강에 안좋으니 살 빼라 라는 잔소리를 하게 되더라고요. 살찐게 보기 싫은게 아니라 건강이 걱정 돼서...']"
잇프제 남자 심리가 뭘까요??,"['둘 다 30대 초반,', '', '제 직업이 안정적이지 않아서', '주위사람들, 부모님이 남자친구한테 뭐라고 했었대요', '', '얼마전에 술 먹고 전화와서 이제는 그 말들이 신경이', '쓰인다라고 하길래 제가 다시 공부를 시작하겠다고 했어요', '', '남친도 생각이 많아보였지만 알겠다고 미안하다면서', '도와주겠다고 했는데', '', '어제 또 술 먹고 안정적이지 않은 부분들을', '이야기 하더라구요', '', '전화 끊고 카카오톡 프로필사진도 다 내렸길래', '생각 정리가 다 끝난거냐고 저랑 안 만날 생각이냐고', '물어봤더니 그런건 아니래요 할 수 있다고 노력해보자길래 제가 남자친구한테 “오빠만 안흔들리면 된다 나는 할 수 있어”라고 했더니 남친도 “할수있다“ ”근데 내가 왜 좋아?“라고 물어보더니', '내일 만나서 이야기하자길래 오늘 만나서 이야기 했는데', '', '저 문제들에 대해선 말을 안 하고', '커플신발사자, 주말에 단풍보러갈까?(원래 주말에 만나기로 했었어요) 라고 하던데', '', '커플신발도 저번부터 하기로 했었는데', '커피먹는데 남친이 갑자기 “신발 사야돼~”이러길래', '제가 “무슨 신발?” 이랬더니', '“우리 커플신발 사기로 했잖아!” 이러면서 신발을 알아보더라구요..', '', '도대체 무슨 생각인걸까요....', '']",intpintpp,"['본인도 주변 사람들, 부모님이 하시는 말 다 인정하고\n스스로 생각하기에도 글쓴이님에 대한 현실적인 불만은 있는 상태.\n다만 너무 현실적인 문제라서 저 부분에 대해서 얘기하면 답도 없고 기분만 상하니 회피하는 중.\n또한 감정적으로는 사랑하기 때문에 만나는 중이고요.\n사랑으로 극복해보려고 하는 것으로 보여요.\n잇프제가 전형적인, 현실적인 조건은 다 생각하면서도 감정적으로 퍼주는 유형이니.', '제 친구 잇프제가 꼭 연인한테는 못한 불만을 주변에 얘기해요... 그래서 그 문제를 둘이 해결을 못 하더라구요... 정도 많지만 현실적인거 많이 따져요.']"
