mbti,comments
INFJ,ㅠㅠㅠㅠㅠㅠㅠ그쵸 좋아하면 말 조심해서 하겠죠…ㅜㅜㅜㅠ
INFJ,"약간 어느정도냐면

나 갑각류 알러지 있어
-가지가지 한다

나 어디 운동장에서 운동해
-와 막 트로트 틀어놓고 하는거아니야? 완전 아줌마 같을거 같아.

제가 막 벌레 들고 장난치면
-아 진짜 꺼져

걔가 수학여행 때 뭐입을거냐 물어봐서
크롭티 입는다하니까
-진짜 아는 척 하지마라
이러고 그 다음날엔 뭐입을거냐고 물어봐서 오픈숄더 입는다 하니까
-아진짜 꺼져
이런다거나..

이정도에요.."
INFJ,와 쓰고나니까 좀 비참한데요…
INFJ,ㅠㅠㅠ감사합니다….!! 너무 한쪽으로 단정지어서 생각하지 말아야겠어요
INTJ,그냥 단순히 편한 관계입니다
ESFP,헤어지면 끝인가요? 재회란 없나요????
INTJ,합당한 이유나 대화로 풀면 재회합니다
INFJ,좋아하는 사람한테 말 둥글게 하시나요?
INTJ,넵 평소랑 달라요
ISFP,한 달 전에 이야기했을 때 상대가 특정 음식을 왜 먹는지 모르겠다고 했었는데 최근에 제가 만들어준다고 했더니 엄청 많이 만들어주라고 다 먹을거라고 하더라고요. 저에 대한 호감이 커지면 이렇게 말할 수 있나요? 놀리려고 만들어준다고 한건데 진심으로 받아들인 것 같아서 호감이 커졌나 싶어서요!
INTJ,"호감인 것 같긴 해요
근데 저정도까지 하는건 인티제가 아닌 것 같아요"
INTJ,예의일 것 같아요
INTJ,저 지금은 인티젠데 엔티제였을때는 대놓고 엄청 플러팅했어요. 너 진짜 귀엽다고 대놓고 말하거나 그런식으로?
ENTJ,"아뇨! 부담스러웠던 적 없어요 아무 생각 없거나 오히려, 자기 생각 어필을 잘해서 더 좋아할 때도 있습니다

저만 그런 건지 모르겠는데
거절하는 데 거리낌이 없어서
그런 말에 크게 부담 느끼진 않아요"
ENTP,"J와 P의 차이는 능동적/수동적인 부분에서 찾으면 쉽습니다.
즉흥적이어도 '능동적'이면 J에 가깝습니다. 왜냐면 즉흥적이라는 게 타인의 입장에서 볼 때 그런 것이고 당사자의 입장에서는 고려해 온, 이미 머릿속에 들어있던 일일 수 있기 때문입니다.
J는 즉흥적인 타인의 계획에 쉽게 응하지 않는다고 생각하시면 쉽고,
P는 누군가의 즉흥적인 요청에도 계획을 바꿔 쉽게 응하는 모습을 떠올리면 좋습니다.
또한 잇티제 인티제라고 해서 즉흥적이고 충동적인 행동을 하지 말라는 법도 없긴 하고요."
ESTJ,J 중에 J 라는 엣티제인 저도 즉흥 좋아하고 저의 절친 인티제도 즉흥좋아해요 ㅎ 내가 예측가능한 편한 상대일수록 그 즉흥력이 올라가는 것 같습니다!~
INTJ,맛집 찾아서 저녁에 갈건데 같이갈 파티원 모집 느낌으로는 종종 즉흥적으로 약속잡는편이에요. :)
INTJ,놀거나 여행할 때는 꽤 즉흥적입니다. 평소 루틴이 칼일 뿐… ^^;
ENTJ,엔팁이든 엔티제든 뭐든... 걍 너무 가벼운 사람 같은디요
INFJ,취해서 그런 건지는 모르는 거니까 연락을 더 해보고 판단하심이 좋을 거 같아요
ENFJ,"한방 같이 쓰니까 자는 사람 배려해야한다 vs 한방 같이 쓰니까 루틴 지키는 친구 배려해야한다

ㅎㅎㅎㅎ 저는 최대한 조용히 나가요~"
INTP,"친구가 좀 배려가 없었다고 생각해요.. 미라클어쩌구는 자기 혼자 있을 때나 하던가. 그렇게까지 여행가서까지 유난부르스떨꺼면 친구들과 여행을 가지마시오....😅

진정한 갓생러는 설령 그것이 자신에게 중요한 루틴이더라도 상황에 따라 옆사람 생각도 해주는 사람들이 아닌가 싶네요.."
ESTP,나름최대한 조용히...ㅠ 일어나서 그냥누워있을수는읍자나요
ISTJ,저는 미라클모닝은 아니지만 여행가면 잠이 없어서... 그냥 쥐죽은듯이 폰보고 누워있습니다 ㅋㅋ 옆사람 피해주기 싫어서요
INTP,22 하는건 괜찮음. 씻으면 열받음.. 드라이기 사용하면 ㅎ..
INTJ,5시가 미라클은 아닌데…ㅡㅡ 그냥 아침잠이 없어서 아침부터 부시럭 거리는 편이에요.. 함께 방쓰는 분이 아침잠이 많으면 최대한 조용히 나가서 시간 떼우고 제가 스케줄 짜는 사람이면 아침부터 움직일 일정 짜고 그래요.
ENTP,E 같습니다.
ISTP,혼자있어도 괜차느면 i비율문제죠
ENTJ,저랑 똑같으시네요
INTJ,이런게 궁금하면 E ㅋㅋㅋㅋ
INTJ,E
ESFP,"저도 e가 55퍼 정도인데,,그게 또 i로는 절대 안나오는..또 윗분님 말처럼 나는 내향인같은데~이런 생각을 한다는 자체가 확실한 e가 맞다더라고요."
INTJ,"헐 그런게 있군용….몇몇 E들이 저한테 자기도 저처럼은 못하는데 제가 어떻게 I냐고 자기보다 더 E같다는 말도 자주 들었어요
친구가 없어서 여태 I로 나왔나…🤣"
INTJ,"선택해보세요.
직장 동료들이 하나같이 일머리가 없는 바보 멍텅구리일 경우.
1. '나를 따라오라!'하면서 어떻게든 그들을 이끌고 간다.
2. '다 놔둬. 나 혼자 알아서 할 테니까.'라면서 혼자서 해낸다.

어디선가 봤는데.
1의 경우가 엔티제
2의 경우가 인티제라고 하더라고요."
INFJ,안 맞아요ㅠㅠ 전 t높은 f인데도 극f는 진짜 안 맞아요 극f끼리 만나야 편한 듯요
ISTP,선 긋는게 좋지 않을까요?? 밥도 혼자 못 먹고.. 그런 일이 있으면 감정적이고 서운해하고.. 저라면 너무 힘들 것 같아요ㅠㅠ
ISTP,일단.. 이런 경우가 몇 번 더 생기시면 거리 두는걸....ㅠㅠㅠ
ENFJ,저도 F지만 나만몰랐어? 이건 저도 싫더라구요~ 님한테까지 꼭꼭 보고해야하나 싶고^^; 뭔가 사회생활 덜한 사람느낌들어요. 모를수도 있는거지;;; 그리고 거기 직장아닌가요? 직장에서 밥도 혼자 못먹고 소문도 챙겨야한다면....어후 조용히 바이바이 할래요~
INTJ,네!!! 너무 좋은데유!!!! 히힛 오늘 점심도 맛있는걸 먹게 돼서 기분이 넘 좋네요
INFP,옹 ?? 꾸꾸님 어쩌다 그렇게 되셨어요 ? 😄
INTJ,긍정적인 사람이 옆에 생기기도 했고 요즘 즐거운 일에 집중해서 그런 것 같아유 ㅎㅎ 악기도 배우고
INTJ,오히려 좋아!!!!!!!!!
INTP,"오 저도 좀 비슷해요!
엄청 힘들고 비참하다가 이상황을 어떻게 벗어나지 생각하다 갑자기 몰입해서 상황 해결하는걸 즐기는거 같아요! 그리고 늘 계획대로 안됐을 때 더 좋은결과가 나오는 것도 많구요!"
INTJ,맞아요 ㅎㅎ 저도 그런 부분 때문에 요즘 p가 늘어났습니닷
INTJ,"상황에 따라 다를 듯 해요 ~
더욱이 20대에는 긴 텀 없이 연애 계속 이어 했구요"
INTJ,전 아뇨
INTP,집중력이 부족하신듯여 엉덩이힘이 있어도 몰두를 해야 효율이 나오는데 그게 안되어보여여
INTP,"이해하려고 자료 찾고 하다보면 노출되는 시간이 많아져서 저절로 암기가 되는 경우도 있더라구요.
자신이 무엇을 잘하는지를 먼저 찾고 공부방향을 그쪽으로 잡아보는게 어떨까요?"
ENTJ,썸이거나 그러면 넘 감동할 것 같고.. 막 친해져가는 아무런 사이 아니어도 고마울 것 같아요 ㅎ
ISFJ,오 그러면 말하구 챙겨주는게 낫나요 안말하고 챙겨주는게 낫나요?? 이따 약이라도 줄까? 이렇게요
ENTJ,"약은 좀 다를거 같아서 그냥 말없이 따뜻한 차 주면서 이거 먹으면 빨리 낫는다고 한마디 툭 던지고가면 좋을거같아요
처방받는 약만 먹는 사람도 있거든요~!"
ENTJ,그럼 당연히 괜찮다고 주지 말라할거에요 ㅎ 말하지 말고 주세요
ISFJ,앗 알겠습니다 감사합니다ㅎㅎ
ENTJ,고마워서 감동할듯요^^
ESFP,호기심이 커져가던 단계에서 약 사다 챙겨준적 있었는데. 나중에 말하길 진심으로 고마웠다고 그러더라구요. 저의 엔티제는 남들앞에 서는 사람이라 강해보여야한다는 강박속에 사는 사람인것 같아요
ENTJ,와앗 맞아요ㅋ.ㅋ 아픈 거 약해진 거 들키기 너무 싫어요~
ESFP,"저 님한테 질문하나만요~~
(다른사람한테도 아프다고 말하는지는 모릅니다..)
1.첨 밥먹고 논게 9월 중순,
2.상호작용을 통해 제가 처음 호기심이 생긴게 9월 말,
3.10월 초부터는 자기감정을 외면했다가 또 접근했다가 기간이었는데 그러면서도 계~~~~속 아프다고 하더라구요. 허리아파, 근육이 다 뭉쳐서 너무아파, 자긴 늘 두통에 시달린다.

이거 저한테 약한모습보이고, 기대려고 하는건지요? (일주일전에 제가 등마사지 5분정도 해줬어요. 이제 보면 자꾸 해달래요. 이제 2일전에 감정 확인하고 손 잡은 상태예요)"
INTJ,인티제의 장난은 편해서 거는겁니다.
INTJ,캐릭터가 어떤건지모르겠지만 그사람눈에는 그 캐릭터가 귀여울수도 있습니다.
INTJ,농담이나 장난은 편하고 친해지고 싶어서 그래요.ㅋ
INTJ,싫어 하면 가는 길도 돌아 갑니다. 마주치지도 않아요. ㅡㅡ
INTJ,인티제가 선장난이라면 이건 사랑인데…🫶 또여니님이 엄청 귀엽고 선한 스타일이신가 봐요
ESFP,허얼 정말요 ? 저를 좋게 생각하시는 건 분명한거죠 !?@
INTJ,넹 싫어하면 그냥 무시하고 투명인간 취급해요 ㅋㅋㅋ
INTJ,일단 인간적으로 호감이 하나도 없으면 눈길도 안줘요
ESFP,오늘도 저 놀리는 게 제일 재밌다고 하면서 놀리고 퇴근하면 하루가 보람차다고 ^0^ .. 하하 이게 정말 맞는 건가요 ?
INTJ,놀렸을때 상대 반응이 너무 재밌고 상대 보고있으면 너무 귀여워서 자꾸 놀리고 싶어요… 히히ㅣ
ENTJ,"일단 저는 잡히든 안 잡히든 제 마음 가는 대로 합니다 선택은 상대방 몫이라고 생각하구요

대신 바로 붙잡으면 가벼워 보이고 매달리는 것처럼 보이니까 몇 주 뒤나 한 달 뒤에 붙잡습니다

진솔하게 핵심만 간추려서요"
ENTJ,"음 어렵네요
미래 때문이라면..전 해결법을 제안한다면 재고하겠지만 그게 아니라면 맘 굳게 먹고 또 거절할 거 같아요"
ENTJ,"열등감이나 능력 부족이라면 이별 이유가 될 수 있을 거 같아요 특히 남자로서

남자에겐 민감한 요소니까요..😔"
ENTJ,"넵 정말 그 문제 때문에 헤어지는 거라면 전 다시 생각해봅니다

유보하는 성향(P)도 좀 있는 편이라, 개선의 여지가 있다면 기회는 항상 열어 놓습니다 (논외로, 제게 회복할 수 없는 해악을 끼치지만 않는다면요.)"
ENTJ,"크리티컬한 문제에 대해 깊게 고민해서 답이 없다고 판단하고 내린 결론일텐데, 더 나은 방법이 있다면(알려줄 수 있다면) 충분히 가능할 것 같네요."
INTJ,"그동안 계속 얘기했거나 돌려말했거나 했는데 잊을정도로 안들었을경우, 그게 아니라면 진짜 딱 그만큼이었을 경우.."
ENTJ,"고쳐서 될 게 아니거나
말할 필요가 없는 거거나 고칠 필요가 없는 거거나
말해도 고칠 수 없는 거라 판단했거나 말해도 고칠 수 없을 거라 판단했거나
말하는 거 자체가 에너지가 소모되어서거나 이건 말하기가 좀 (자신이) 찌질하다 느껴서이거나
굳이 상대를 나에게 맞춰야 하나 굳이 그렇게 내가 상대를 바꿔야 하나는 생각이 들었거나
연애할 때는 잠시 고쳐도 결혼하면 다시 본성이 나올 거라 생각했거나

이유는 이렇게 여러 가지입니다"
