mbti,comments
INFJ,3
ENFP,"저는 엔프제/ 엔프피 왔다갔다하는데 엔프제는 당일 약속 취소, 특히 기다린약속 취소 정말 싫어합니다. 그리고 상처도 잘 받고 남을 배려해주는 것만큼 자기도 배려받고 싶어해서 정말정말 신중이 미사여구와 많은 배려를 곁드린 말을 가득가득 하시는게 좋을것같아요.. 화를 내시든 아니든 그거는 크게 중요할 것 같진 않은데요.."
ENFJ,"윗분들이 잘 설명해주신 것 같아요!
솔직하게 현재 상황을 전하되, 엔프제의 시간과 약속을 당연하게 여겼던 것은 아니라는 느낌이면 좋을 것 같아요🥹"
ENFJ,"솔직하게 말하는게 좋아요..
나중에 알게되면 오히려 더 상처받아요ㅠㅠ"
ESTJ,냅두면 안올거같기두해요.. 왜냐면 월요일에 제가 이번주도 쉬고싶냐구 보고싶다하니까 니 인생 살라고.. 언제부터 나한테 신경썼냐고 가식떨지말라고 했거든요...아마 제가 신뢰를 깨트려서 저런말 하는거같아요.. 그래서 저렇게 선긋는거보니까 제가 안하면 안올거같은 생각에 불안하네요 ㅠㅠ
ESTJ,마자여 자주 다퉜어요.. 저보고 그냥 제발 가만히 있어달라고하더라구요 자기 좀 쉬고싶다고.. 그냥 냅두고 제 할일 해야겠네요 ㅠㅠ
ESTJ,마자여 성격 급한 저로썬 답답한데.. infj 특징 보니까 정말 지쳤을때 히키코모리가 된다고하더라구요.. 그냥 말대로 해야겠어요 ㅠㅠ
ESTJ,기한이 없으니..........답답해 미쳐버립니다.. 저도 뭔가 해결을 하고싶은데 제가 잘못한거라 이래라저래라 할수도없어서..ㅠㅠ 너무 어려운 유형같아여 심리를 모르겠어요
ESTJ,"신뢰를 깨트리고 자꾸 그 신뢰깬거에 대해 미안하다고하면서 변명을 자꾸 해서 거기에 질려버린거같아요..
해명을 한건데 남친입장에선 결국 넌 날 속인건데 왜 자꾸 변명하는지 모르겠다하더라구요.. 넌 내가 얼마나 힘든지 모른다고 참는게 안느껴지냐고... 끝이 보이는 관계인데 못놓고있는거같기도해요.."
INFJ,약간 맘이 뜬거 같은데.. 계속해서 싸움이 되면 그럴거 같아요 갈등을 대화로 하는건 몇시간이고 할수 있는데 먼가 싸움의 느낌이 계속 되고 이게 반복적이면 관계에 대해 좀 고민스러울거 같아요 ㅠㅠ 싸움 많이 하셨다고 쓰셔서…
ESTJ,맞아요.. 이번에 느끼긴했어요.. 맘이 뜬거같아요 그래도 답장을 해줘서 일말의 희망이라도 잡았는데 점점 저도 체념하게되더라구요 ㅠㅠ
ESTJ,마자여 제가 잘못한거죠 ㅠㅠ 마음정리하는거라해도 할말이 없네요 제 잘못이라 붙잡고 싶은데 그것도 자격없는거같은데 얼굴도 볼 수 없으니 답답하네여
ESTJ,"마자여 자기는 신뢰가 가장 중요하다하긴했었어요.. 저도 생각해보니 제 자신한테도 분노가 일으켜지는데 남친은 오죽할지..
신뢰를 깨트렸음에도 만날때 제가 잘했어야했는데.. 전 정말 쓰레기같네요 ㅠㅠ네 그냥 냅둬야겠어요"
INFJ,"22222
신뢰가무너지면 이건 거의돌이키기 힘든수준임ㅜㅜ
제가 상대보는1순위도 솔직함이거든요..
돌이키려면 많은 정성과 시간이 필요해보이네요ㅜ"
ESTJ,"ㅠㅠㅠ..마자요.. 밥먹었냐고 물어보면 신경쓰지말라해서 그런사소한것도 안묻고있는데.. 그냥 가만히 있는게 나을까요?
아니면 관심을 줘야하나요.. 문득문득 제가 언제까지 버틸수있나 테스트한다는 생각도 들기 시작했어요 ㅠㅠ
늘 얘기한게 넌 안바뀔거라했거든요 잘하다가도 좀만 풀어주면 또 성격 나온다고.."
ESTJ,"그렇군요.. 제 성격도 넘 불같아서 순간순간 급발진할까봐.. 걱정되네요..잘못은 제가 했는데..
그냥 답장주는것만으로도 지금은 고맙고한데 연락텀이나 말투봐선 정리한거같아서 조바심이 나는건 어쩔 수가 없네요 ㅠㅠ"
INFJ,냅두지마세요.냅두면 절대 죽어도 먼저 안합니다.....남친을 제일 잘 아는 엣티제님이 더 잘 아실거에요.거짓말을 제일 싫어하는 인프제라 바로 풀리긴 힘들지만 무조건 먼저 연락해서 신뢰를 다시 주는 노력하면 도어슬램한 인프제도 한번쯤은 다시 돌아와요!
ESTJ,"지금 같이 연락하는거봐선 그럴거같아요.. 카톡 제가 보내놓으면 뭐 거의 끊는식으로 하다보니깐요..
기간이 엄청 오래걸리겠죠? 17일부터 안봤으니... 거의 2주가 다되어가는데 다음주도 보자는 말 못꺼낼거같아요.. 지금 상태로는 ㅜㅠㅜㅠㅠ 17일에 제 언행으로 한번 터졌다가 겨우 붙잡고있는 멘탈 일욜에 터지고 이번주 월욜에 연타로 터진 이후로 단답과 시간차가 엄청난 카톡이 되어버렸네요..ㅠㅠ"
INFJ,상대방이 자기 잘못을 충분히 인지하고 진심으로 사과하면 충분히 다시 돌아갈 수 있어요!물론 그 정도의 정성을 보여야하겠지만요🥹카톡안하는 것도 엄청 상처받았다는 뜻일텐데 여기서 그냥 냅뒀다가는 인프제는 더더더 상처받고 그 상처의 골이 더 깊어질거에요.먼저 잘못한 사람이 손내미는 거에 또 약합니다 인프제덜..멀어지면 다가가는 것도 서로가 쌍방일때 얘기지 상대로 인해 상처받으면 인프제들은 왠만해선 다시 돌아가지않아요.인프제 아닌 유형 말 믿고 진짜 그냥 놔두지마시고 멘탈 잘 붙잡고 계속 연락해보시길..!
ESTJ,제가 계속 미안하다고 얘기할때마다 조금씩 풀어지는게 보이긴했었거든요.. 근데 이젠 정말 맘의 문이 닫힌거같다고 느낀부분이 니 인생 살라고 나 신경쓰지말라고하는것과 니가 다른남자를 자던말던 신경안쓴다라고 말하고 자꾸 카톡을 끊으려하는느낌때문에 ㅠㅠ 전 제가 멘탈 쎈편이라고 생각했는데 와 너무 힘든 유형같아요 그냥 지금처럼 저 뭐하는지 보내주고 연락 계속 하는게 낫겠죠? 엄청 긴 시간이 필요할거같아여...이번엔.. 아예 안돌아올수도있구요 ㅠㅠ
