mbti,comments
ISFP,찐 잇프피는 바뀌지 않나 봅니다 흐흐
ISFP,저도 유료검사 까지 했는데도 잇푸피임다
ISFP,우리 평생 잇푸피로 살아보아요 헤헷
ISFP,"ㅎㅎ 그렇군요?

찐 잇프피는 한결한같은 존재인가 봅니다"
ISFP,"님도 그러하시군요? 흐흐

역시 저희는 어쩔수없는 잇프피 인가 봅니다"
ISFP,그렇겟지요 ㅎㅎㅎ 그러는거 쉽지 않은데 말이죠 ㅎㅎ
ISFP,"사실 저런 상황들이 다 내 예민함에서 기인되는것이라 역으로 생각해본다면
저런 상황들에 유연하게 대처하게 될거라 생각합니다
무엇보다도 충돌로 인해 피곤해지는게 제일 질색이라"
ISFP,"그렇죠
잇프피분들 예민한분들 계셔요 ㅎ
영상처럼 잇프피들이 싫어 할 행동
안하는게 맞죠"
ISFP,저도 isfp 예요^^ 공감과 배려의 아이콘인데 혹시 그래서 손해보거나 희생하는 편이 많은거 같아요~ 사람들에게 당당하게 할 말은 하시나요?
ISFP,"아뇨. 거의 안합니다. 특히 회사라면요.
남들한테 떠넘기는편도 아니구요. 진짜 제 눈에서 벗어난 사람들 아니면 쓴소리도 거의 안하고 제가 다 손해보는 편 이네요."
ISFP,저두요ㅠㅠ 아쉬운 소리 못하고 에휴.... 내가 하고말지 ㅠㅠ 이래서 일감은 점점 늘어나고 착한사람 콤플렉스에.... 홧병의 아이콘같네요 ㅋㅋㅋ
ISFP,"저는 오래걸리는 편 입니다.
상대방의 마음도 확인 해야되고 저도 확신이 서야 해서요.
전 호감있으면 선톡도 잘 하구요, 약속도 잘 잡는편이고 부르면 튀어나갑니다. 그리고 사소한거 하나하나 기억해두고 챙겨주곤 합니다.
그리고 제가 호감 없으면 여지 1도 없는편입니다."
ISTP,잇팁 아니십니까 이정도면 ㅎ ㅎ 저랑비슷한대요
ISFP,요즘 이리저리 좀 치이면서 약간 t로 가는 중입니다. ㅋㅋㅋㅋㅋ
ISFP,"서먹하다가 평소같다고 하면
저라면 기분은 풀렷을거에요.
계속 썸이냐 물으면 놉 이구요"
ISFP,"스킨십을 해요?
사바사지만 제 기준에선 그렇다면
이야기가 달라지는데요.
한달 서먹하던 기간이 완전 썸붕이엇나요?"
ISFP,"혹시 동굴 들어갓다 나온거 아닐까요?
저는 저 상황이라면 절대 스킨십 못할 것 같은데.....직장동료와 썸을 탓다면 더더욱이요"
ISFP,"음...어렵네요.
저라면 맘 없다면 저런식으로 행동하지는 않을 것 같은데말이죠"
ISFP,"그런데 그건 있어요. 잇프피들
표현 더럽게 못한다는데
행동으로는 잘해요.... 몸이 앞서요
차라리 잉이님도 대놓고 이야기해보심이... ㅎㅎㅎ 화이팅입니다."
ISFP,"네 전 딱 그렇게 행동할 것 같네요. ㅎㅎ
실제로 저도 좀 그러기두 했구요.
좋은 소식 기대할게요"
ISFP,왜요? 뭐때문에요? 뭐래요?
ISFP,아니...왜요? 도대체.... 그럴꺼 스킨십은 왜하고...하..너무 상처받지 마세요 ㅠㅠ
INFJ,스스로 바뀔 수 있는 사람이라고 생각하세요? 누군가를 위해서든~ 스스로를 위해서든요!
ISFP,"네 가능합니다. 제 회피성향을 고쳤거든요
선택장애도 고쳐나가는 중 이구요.
사람은 뭔가에 상황이 닥쳐야 바뀌더라구요"
INFJ,그 상황이란건 스스로 심각성을 느낄만한것이어야 하는건지 궁금하네요..흠
ISFP,"네 저는 제 스스로가 심각성을 느껴야 바뀌더라구요. 전에 누군가 조언식으로 이야기를 해줬는데 그때는 안되었거든요.

약간 '그래서 어쩌라고?' 였는데 자각하니까 바로 바껴야지 하게 되더라구요"
INFJ,그러면에서 isfp istp이 겹치는 부분이 있는 것 같아요.. 자기중심적이랄까.. 어떤면에서 보면 대인관계에 냉정한? 잇프피 남자친구와 이런면은 좀 같이 이야기하면서 바꿔나가면 좋겠다~ 이야기를 할때마다 왜 내가 고쳐야해? 라는 태도로 나오는걸 보면서 좌절할때가 많아서요. 어차피 남이 말해서 되는게 아니고 잇프피가 직접 깨달아야하는거라면 상대는 연애하는 내내 혼자만 노력하는 것 처럼 느껴질것같아요
ISFP,"배려심 깊고 남들과 잘 지내지만
개인주의고 자기중심적인게 잇프피 아닐까요
내가 왜 고쳐줘야해 까지는 아니지만 저도
내가 이렇게 살겠다는데?? 싶은 마음이라
본인이 마음 먹고 바뀌지 않으면 쉽지 않다고 보이네요"
INFJ,"그쵸, 솔로라면 내가 이렇게 살겠다는데? 라는 태도와 말을 어떻게 비난할수있겠냐만. 연애 중이고 그 상대가 괴로워하는걸 충분히 듣고 알았다면 고칠법도한데, 고쳐볼게->내가 뭘?(언성높이고 싸움)->고쳐볼게 의 영원한 반복중이라 잇프피랑 연애하는 사람으로서는 늘 지쳐있는 기분이라서요. 상대에게 기대가 없어지는 연애는 하는게 아니라던데. 잇프피에게는 무언가 기대하는게 너무 힘든거같아요."
ISFP,"개인적으로는 진짜 아무사이도 아니라면 불편합니다. 발전할 관계도 아니고 괜히 사이만 껄끄러워져서요.
오히려 애매모호한 사이라면 편할 듯 합니다. 제 입장에서는 상대 맘을 몰라 애매모호하게 있을 것 같은데 차라리 편할 것 같아요"
ISFP,"잇프피들 들이대는거 부담스럽다. 뭐하다 그러지만 저는 오히려 그럴때 물어보는게 편할 것 같아요.
만약 제 썸녀(?)의 마음을 몰라서 우물쭈물 하는데 확실하게 물어봐준다면 맘 편할 것 같아요"
ISFP,지극히 개인적인 의견입니다 🫣
ISFP,"네 엄청 많습니다.
연인과 관계가 지속되는 한 계속 질투하고 생각날 것 같습니다."
ISFP,"번호를 물었다..까지는 좋아요
이상한 번호를 알려줫다..까지도 그래 이해해
번호를 줫다...죽자는거죠 이건 ㅋㅋㅋ"
