mbti,comments
ENTJ,"눈빛과 기류를 보면 알지 않나용
일단 진심으로 이뻐하는 게 여기까지 느껴지네요"
ENFJ,저도 눈빛과 기류를 보고 알수있다고 생각해요!!
ENFP,"걱정하지마세요
엔프제라고 해서 다 조리있게 말하지는 않더라구요

대신 공통점이 칭찬은 잘하더라구요"
ENFP,"ㅎㅎㅎ 네 말도 많구
말에 칭찬이 많이 차지하더라구요😄"
ISTP,밀당아닌가요
ISTP,저분들 심리를 공부를 좀 해보니..밀당은 또 아닌거같더라구요..저희랑 생각자체가 너무 달랐어요..멀어지려고하면 쓱 다가오고 그래서 다가가면 또 멀어지고.. 뭔가싶네요
ISTP,애정결핍 같기도...?
ISFP,제 글 한번반 보고 와주시면 감사하겠습니다..
ISTP,스며들기하는법좀 알려즈세요
INTJ,와 멋있어요…! 직접 그리신건가요? 감탄하고갑니다🤭
ENTP,멋져요👍👍
ENTP,대박
INTJ,"오 맞아요 인프제가 친절하(기만 하)면 별로 안친한거고...
저런 장난 치면... 친해진 거예요...!"
INTJ,간택을 축하합니다…?ㅋㅋㅋ
INFJ,그 인프제 외모가 맘에 드신거에요?
INFP,솔직히 외모가 마음에 들었느냐고 하면 잘 모르겠어요 ㅠㅠ 그냥 같이 있는 동안 웃기고 재미있어서 좋아지게 됐어요 ㅠ 처음 보는데 엄청 편했고 어색하지도 않고 말도 나름 잘 통하는 것 같았구여 그래서 아! 나 이 사람이랑 좀 더 좋은 관계로 발전하고 싶다 생각 했어용
INFJ,그렇다면 애매하네요 지금은 그와 같은 모습이 안보이는데 계속 하시고 싶으신거죠? 글쓰신거만 볼때는 인프제는 마음이 없는거 같아요 좋아하면 저렇게까지 단답하지는 않아요.
INFP,그렇군여 ㅠㅠ 괜히 더 끌다가 서로 힘들바에는 그냥 솔직한 맘을 듣고 이 관계에 대해서 확실히 하고 싶네요 ㅠㅠ
INFJ,얘기 안해줄거 같아요 전 아예 밀어 보셨으면 하는데요 당겨지기만 하신거 같아서 톡도 단답 하시고 연락 먼저 하시지 마시고요 마음이 조금이라도 있다면 이러면 오히려 관심생겨서 어떻게 해서든 연락이 올거 같아요 제 말만 정답이 아니니까 다른분 의견도 듣고 해보시면 좋을거 같아요 잘못되면 아예 영영 연락이 끊기는거니까요 미실때 약속도 미루거나 취소 하셨으면 좋겠어요 지금은 만나는게 더 독일거 같아요
INFP,넹 ㅠㅠ 안 그래도 계속 연락만 기다리는게 힘들기도 해서 조금 밀어보려고요!! 조언 감사해요 ㅎㅎ
ENTP,소외되는(?) 사람 없이 다함께 어울리는 걸 좋아하는 유형이긴 하죠. 소외되는 게 아니라 자발적인 사람도 있다는 사실을 이해할 필요가 있을 것 같아요.
ENFJ,"네 자동으로 눈에 밟히고 관찰하게 돼요
아무도 말 안거는고 같음 제가 먼저 걸어요"
ISTJ,ㅠㅠㅠㅠㅠ 넘 따숩다.....
ENFJ,"저도 조용하게 지넀으면서 혼자있거나 겉도는 친구있으면 제가 말걸고 같이 다니고 그랬어요ㅋㅋㅋ
mbti가 유명하지 않을 적엔 그냥 내가 좀 이타적이구나 생각했었었는데 ㅋㅋㅋㅋ"
ENFJ,네
ISFJ,"따뜻한 엔푸제
전 생각만 하고 소심해서 시도조차 못하는뎈ㅋㅋㅋㅋ 역시 엔프제ㅠㅠㅠㅠ 제 워너비에오"
ISTP,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
INFJ,"저 말은 부정의 뜻이 맞는데 아주 철벽도 아닌거같아서 이대로 지내시되 너무 호감티는 내지마시구요
인프제남도 추측이지 확실히 아는건 아니니 호감표시 안하심 내가 착각했나 할거거든요
그러다보면 잘될수도 있는거니깐요 장기전으로 가셔야할듯요"
INFJ,아직 완전 접을 필요는 없다고 생각해요!! 저도 가능성 아예 없는거 아니라고 생각합니당
INFJ,얘기 들은거 티나게 어색해지시는거 피하면 좋을거 같아요
INFJ,"좋아하는 사람 내치지 않아요 인프제는

고마운거잖아요 날 좋아해준다는건.

부담 안주시면 될듯하고, 먼저 다가올때까지 기다리시고

많은 대화를 해보시면 될듯해요 ^^"
ENFJ,웰시님께서 쓰신 글 보면 엔프제 유형을 잘 대변해주시죠.. ㅎㅎㅎ 아직도 현역으로 카페에서 활동합니다.
ENFJ,"네 알고 있습니다 ^^
어떻게 이렇게 논리적이고 엔프제의 마음이나 심리를 잘파악하고 표현할까 싶어요 :)"
ISTP,정말 글을 잘쓰셨네요~!
ENTP,긍정적인 미래를 그려주시고 잘 극복할 수 있는 사람이라고 용기를 주시면 어떨까요?
ISTJ,오.. 되려 용기를 주는 위로법두 있군요 😂 뭔가 지금 너무 힘들어보여서 더 잘할 수 있다구 말하는게 어렵더라구요..
ENTP,"N은, 특히 NJ는 현재보다는 현재로부터 파생될 미래를 그려보는 경향이 있습니다. 현재에 집중하는 SJ와는 확연히 다른 느낌이예요. 고로 긍정적인 미래, 비전이 중요하고 또 필요합니다."
ISTJ,완전 다르네요 사고가 저는 지금 당장이 중요하거든요 .. 감사합니다 ㅜㅜ
ENTP,아 그리고 내적 가치를 인정받는 것도 좋아해요. 잘 극복할 수 있는 사람이라는 설명을 깜빡 했네요.
ISTJ,잘 극복할 수 있다구 응원해주기.. 기억할게여..!
ENTP,'잘 극복할 수 있다' 라기보다 잘 극복할 수 있는 '내적인 힘을 가진 사람이다' 가 포인트입니다!
ISTJ,앗..넵..🫠🫠🫠
ENTP,"""지금 많이 힘들어보이는데 당신이 괜찮다고 하니까 믿고 곁에 있어줄게. 혹시라도 마음이 바뀌어서 나한테 말하고 싶은게 생기면 그때 꼭 천천히 이야기 해줘. 언제나 옆에 내가 있다는거 잊지 않았으면 좋겠어. 힘들때 내게 기대! 알았지?!"" 제가 엔프제 친구나, 남편한테 했던 말들이에요."
ISTJ,오오…따뜻한 말이네요 정말 ! 뭔가 주변사람에게 힘들단 말 진짜 안하는 거 같아요 걱정시키는 것도 싫어하는 거 같구.. 참고하겠습니다 감사해요 ^^
ENTP,"엔프제들이 되게 긍정적이고 밝은면만 있을것 같은데 그게 아니라 내사람들 고생시키고 싶지 않아서 왠만하면 자기가 안고간다 하는 스타일들이라서 그래요. 그래서 어떻게든 혼자 이겨내보려고 하는 편이라 옆에서 보면 많이 안쓰럽고 짠하죠.

그럴때 어떻게든 해결해줄려고 하는것보다는 지금 엔프제들이 겪고 있는 마음 상태에 대해서 묵묵히 옆에 있어줄께 라는 차원에서 말씀해주시면 더 감동받고 좋아해요. 엔프제들이 원하는건 힘내!할수있어!라는 말도 좋지만 이런 상태의 자기 자신을 떠나지 않고, 이런 모습의 자신까지 받아들여주는 사람들인것 같더라구요. 엔프제를 진심으로 믿고 기다려주는 사람들을 좋아해요."
ISTJ,맞아여.. 딱 그래여.. 진짜 안쓰럽고 짠해요 왜그렇게 스스로를 혹사시킬까? 생각두 들고 하..🫠 넘 짠해서 속상한데 뭐 해줄 수 있는 거두 없구.. 어찌할까요😭😭 안그래도 그냥 옆에만 붙어있으라고 말한적이 있었는데 그게 진짜인가보네요 노드님 댓글을 보니 문득 떠올랐어요..! 믿고 기다려주기 기억할게요
INFJ,앗 오해를 드려 죄송합니다 오피셜은 아니에요 그냥 추측이에요 제목을 수정하였습니다 어디서 밝히시지는않았어요
ENFJ,영자 혹은 영숙은 아니시죠?
INFJ,ㅎㅎ 아닙니다
ENFJ,아니 추측하시길래 🥲🤣 기분 나쁘셨다면 죄송합니다!
ESTP,우왕 맞췄어요 !!!!
INFJ,앗 오해를 드려 죄송합니다 오피셜은 아니에요 그냥 추측이에요 제목을 수정하였습니다그런데 맞는거 같아요
ENTJ,"INFJ-t 라면 16Personalities 무료검사 하신 것 같은데 그건 MBTI 검사가 아니에요. MBTI가 궁금하시면 정식검사를 해보시는 것도 추천드려요
INFJ가 아닐지도.."
INFJ,흔치 않은 경우네욤 본인 이야기가 흔치 않은 일이라 숨기고 싶을 수도 있고 그래서 현실에 숨는 것일 수도 있을 가능성이 있습니다 윗 분 말처럼 인프제가 아닐 수도 있구요
INFJ,"평생 한번도 안해봤어요.
고백공격 1번 빼고.
상대방 마음 100% 확인되면
형식상 합니다."
ENFJ,"제 친구는 관계에 있어서 상처를 받더니 istj로 바뀌었다고 듣긴했어요.
아마 회복중이라서 그런게 아닐까싶긴해요."
ISTP,오 포기...
ENFJ,저도 끝이요 !
INFP,저에게 빠졌다고 생각했는데 통화나 만남은 좀 미루는 것에서 뭔가 자신감이 떨어지네요 ^^; 거기다 카페와서 infj와 썸타는 글 몇 개 읽어보니 단순 친절...? 인지 다정한 것인지 구분하는 것을 보니 더 어려워집니다. INFP 특유의 자신감 없음 상황 발생이요 ^^;;;
INFP,그럴수도 있겠군요 ㅠ 같이 어디 놀러가자 이런 이야기는 하는데 정확한 시점은 언급이 없긴 합니다. 사실 저는 당장 가서 만날 수 있는 상황이에요. 그리고 저 학생 아닙니다 ^^; 직장 생활 10년차 넘었습니다 ^^;;;;; 지금은 여자 분이 12월까지는 많이 바쁘다고 하네요. 일단은 지금처럼 스며들어 봐야겠어요. 저도 가능성 반반으로 보고 오픈엔딩으로 생각은 하고 있긴 한데 할 수 있는 것은 해보고 싶군요.
INFP,아하 넵. 맞아요. 인프피는 그렇습니다. 한번에 쑥 빠져들고 못빠져나오져 😢 덕분에 고삐 한번 잡고 다음에는 진지한 대답도 들어봐야겠네요 ㅎ
INFJ,"음.. 뭔가 글쓴이가 좋지만 국제연애니까, 나이차이두 10살이상차이가나구.. 또 미래를 생각하면 복잡해서 저렇게 할 수도 있다고 생각해요!"
ESTJ,그런가요?ㅜㅜ하...저는 오히려 의외로 차가운 모습이 많은 사람이라 처음에 ㅇㅇ야 불럿을때 우웅 ㅇㅇ야~ 하길래 맘이 좀 풀렸나 싶었는데 아니였어요
INTJ,이경우는 재회 가능성 매우 낮을 거 같아요
ENFJ,"엔프제이지만, 제가 보기에도 가능성이 희박해 보입니다."
INFJ,전부다 애매하기도 하고..확실히 좋아하는 맘을 알수있는건 안느껴지고 약간 알고싶은맘+정보전달 같아요
INFJ,"인프제는 좋아하면 대부분 인생결말까지 생각하고 미래를 그려요
그런의미로 한 얘기같네요"
INFJ,의미있다고 보여요 탐색같은 느낌이네요
ISTJ,짐짜 한번도 못만나봐서 넘 궁금해요 앵뿌제남자~~! 지인으로만 봤는데 지인에게도 너뮤 친절하고 계속 챙겨주더라구요 (남자에게도) 골든 리트리버 그 잡채ㅋㅋㅋㅋ
ISTP,다정한 남자 말 이쁘게 하는 남자 나 소중히 대하는 남자 진짜 최고!! 공감합니다 ㅋㅋ
ENTP,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ맞죠
INFJ,그쵸 내가 가진걸 소중히하쟈!😊
INFJ,맞아요ㅋㅋㅋㅋ 그럴 가치가 있을때 소중히하자
ENFJ,어떤 유형이던 다정한 사람이 최고인거같습니다…!!
ENFJ,"의외로 esfp, enfj 조합 좋아요 ㅎ"
ISTJ,엔프제 최고!!!!! 불도저+ 표현을 너무 잘하죠😘
ESFP,진짜 불도저+표현 그잡채 입니다 ><
ESFJ,"진짜,,, 저랑 동갑이신데 엔프제 남친 만나서 하루하루 행복하네요 항상 다정하구 예쁘게 말해주고 ㅠㅠㅠ 오늘도 퇴근하고 만나는데 빨리 보고싶네요 ㅠㅠㅠ 제 남친도 매일 이런 말들을 너무 아무렇지않게(?) 해용 ㅋㅋㅋㅋㅋㅋ 최공🙊🙊"
ESFP,저희랑 비슷하네요 ㅎㅎ 진짜 표현잘해주고 진짜 스윗하고 사랑꾼 그잡채 ㅠㅠ 얼마나 되셨어용?! 저도오늘 퇴근하고 만나는데 ㅎㅎㅎㅎㅎ 그것까지 똑같네용 ㅋㅋㅋㅋㅋㅋㅋㅋ
ESFJ,"저 이제,,!!46일째에용 ㅎㅎㅎ 아직 얼마 안되었는데도 잘 사귀면 결혼할 수도 있겠다 싶을정도네요 ㅎㅎ 이런 감정까지 느낀 사람은 없었는데 ㅎㅎ 인생에 또 다시 다정한 사람 만나기는 힘들겠다 싶었는데 만난 것 같아 너무 행복해요 ㅎㅎ"
