mbti,comments
INTP,"사회성이 떨어지는 거라고 해야 할 지... 그냥 어떻게 말하면 좋을 지 몰라서 그러는 것 같은데요ㅋㅋㅋㅋㅠㅠㅠㅠㅠ
아님 카톡 연락 싫어하는 사람이거나..."
ISFJ,사회성이 떨어진다니... 후 어렵네요ㅜㅜ
INTP,사회성이라고 말하니까 뭔가 좀 그런데 대화의 기술이 부족한 사람이다..! 정도로 이해하심 될 것 같아용
ISFJ,아하! 감사합니다~ 그렇게 알고 있어야겠네요 진짜 ㅠㅠ
ISFJ,아 그래서 그런걸까요? 전 연락 자쥬 하고 싶은데 단답이니 힘들더라고요 ㅠㅠ 답변 감사해요
ISFJ,"아 주도권을 저한테 주는 걸까요? 그럼 제가 계속 걸어주면 되는 걸까요? ..
괜히 끝낼라고 하는건데 눈치없이 제가 보내는 걸까바 그냥 적당히 끝내곤 했는데..."
ISFJ,"저것도 약간 눈치보면서 연락을 적당히 하는 걸까요? 만났을때 물어보긴 했는데 전화가 좋냐 문자가 좋냐
그래서 난 문자가 좋다고 말했는데도 저런 짧은 연락이라 약간 거리감이 느껴진달까 그렇네요 ㅠ"
ISFJ,이모티콘은 잘 쓰는데 약간 시크한것 같긴해요 제가 ㅋㅋ 그래서 좀 어려워 하는 걸까요? ..ㅋㅋ
ISFJ,그렇군요~ 저도 좀 더 다정함을 장착해야겠네요 ㅋㅋ 감사해요!!
ISFJ,원래 저러더라구여.. 저도 초반에 혹시 카톡귀찮냐고 물어볼정도였어욬ㅋㅋㅋ 지금은 그냥 '으이구 이 사회성없는 인간ㅎㅎ귀엽네'라는 생각으로 하고픈말들이나 편하게 카톡보내게 되는 것 같아요. 답장은 또 잘해주니깐요ㅋㅋㅋ
ISFJ,"아 원래 인프피가 그렇거였군요 ㅋㅋ 진짜 답장은 잘해요 근데 먼가 이어나가질 못하니깐 일부러 저러나 싶은데
못하는 거였다면 이해해야 하는 일이였나보네요 !!"
ISFJ,그렇군요~오늘 만나는데 물어봐야겠네요!! 연락이 이렇게 어려운지 몰랐네요 ㅎㅎㅎ
ISFJ,"ㅋㅋ밀당을 할래야 할 수 없는 메세지라 더 어렵네요 ㅋㅋ
감사합니다~ 더 다정하게 대해보도록 해볼께요^^"
ISFJ,"어머 ㅋㅋㅋ 1.2.3.4번 다 저랑 같으시네요~ 저도 그게 답답해서 쓴글인데~
직접 물어보라도 하셔서 물어봤더니 귀찮아 할 수 있잖아 라고 하지만 ㅋㅋ 본인이 좀 귀찮은 것 같더라고요~
그래서ㅠ다른건 다 이해가 가는데 저도 사소한 걸 기억 못하는건 섭섭하더라고요…. ㅠ"
ISFJ,"저도요 ㅋㅋ 먼가 톡할때 대화가 핑퐁이 안됨 ㅋㅋ 차단되는 느낌 ㅋㅋ
그냥 그러려니 해보려고요 저도 이런 카톡은 처음이라 당황했는데 그냥 그러려니 해보렵니다 ㅋㅋ
진짜 화이팅 해봐요 우리 ㅋㅋㅋㅋㅋ"
ISFJ,"일할때라 그러신거 아닐까요? 그래도 답은 꼭 해주긴하더라고요 ㅋㅋ 본인이 궁금한게 없고
물어보면 답은 잘해요 ㅋㅋ 한번 먼저 물어봐 줘 보세요 ㅋㅋ"
ISFJ,"앗... 퇴근한다고 하시고 질문에 답 안해주세요? 진짜 인간의 대한 궁금증이 생길만한 대답이네요 ㅠ
호감이 없으시면 정리하시는게 ㅋㅋ 제 인프피는 저도 조금은 호감이 있어서 이해하려 하지만 없다면
굳이 하실 필요가 없지 않을까... 싶네요 ... 조심스럽게...ㅋㅋ"
ISFJ,"맞아요 저도 나이가 있다보니깐 신중해지고 생각이 많아지긴 해서 한사람 한사람이 소중하긴 하더라고요
그래도 너무 안맞은 걸 맞춰가긴 힘드니깐요 ㅠㅠ
저도 같은 마음으로 응원하고 싶네요!!!"
ISFJ,"앗... 진짜 할말이 없나봐요 ㅋㅋ 궁금한게 없다고도 하더라고요 인프피들이 ㅋㅋ
그렇다고 하니깐 마음이랑은 별개로 궁금한게 없는거구나 생각해야 하나 싶더라고요 ㅋㅋ"
ISFJ,"저도 처음엔 그랬어요~~ 근데 많은 분들이 그런다고 하길래 이해해하면서 물어보기도 했더니
지금은 칼답은 아니지만 쉴때는 연락도 잘하고 하더라고요 ㅋㅋ
저는 그냥 대답은 잘 해줘서 단답이여도 제가 막 물어봐요 ㅋㅋ 그럼 대답은 잘하더니 이젠
조금씩 자기도 물어보더라고요 ㅋㅋ"
ISFJ,"ㅋㅋ화이팅 매일해요 ㅋㅋ 그럼 아 일하러 가나보다 해서 오늘도 수고해~ 하고 일끝나면 알아서 와요 ㅋㅋ
퇴근한다고 ㅋㅋ 그럼 또 이야기하고 그래요 ㅋㅋ 가끔 점심때 맛있게먹으라고 정도만 하고 일할때는 톡하지 않고
쉴때 저도 톡하고 그러니깐 자기가 놀고 있을떄는 잘 해줘요 ㅋㅋ"
ISFJ,"저도 항상 계속 연락하는 연애만 하다가 인프피를 처음 격어서 ㅋㅋ 어려웠는데~ 또 자기 시간 존중해 주고
그러는게 나쁜 것 같지 않고 편해지더라고요 ㅋㅋ"
INFP,재회할 맘도 없으신데 어장관리하는건가요
ENTP,예? 아뇨 마지막마무리를 서로 찝찝하게 한거같아서요 전확실한게 좋거든요. 그냥 언제부터 이별생각을 했는지 그런것도 궁굼해서요
