comments,comments_writer
2번 느낌,intjt후추코
2번의 이유는 어떠셔요?,INTJ는하니해
연애하기 무섭다->그러니까 지금 연애는 안할꺼다로 그냥 자연스레 해석이 되서요,intjt후추코
그렇군요 좋은 의견 감사합니다!,INTJ는하니해
2,iinnttjj
이유를 알고 싶습니다!,INTJ는하니해
연애 하고 싶은 마음이 있다면 저런 말 절대 안 하고 숨깁니다 ㅎㅎ,iinnttjj
그렇군요! 그것도 맞는것같아요!,INTJ는하니해
1번,에단INTJ 5w6
이유가 궁금합니다!,INTJ는하니해
그렇군요! 구체적인 상처받은 이유를 설명하긴했습니다!,INTJ는하니해
현재 기온 습도 상황이랑 앞으로 예보까지 보내준건 아니네요,Yellowintp
앜ㅋㅋㅋ🤭그렇게 보낸다면 찐사랑인가요?🙊,꼭돌아왔음좋겠다
그러게요 기압과 풍량 정도까진 보내줘야죠,ENXP 퓨지
ㅜㅜ 그정도 보내줘야 관심인가요,꼭돌아왔음좋겠다
그럼요 이때의 풍속을 구하여라. 정도까지 해줘야지 관심입니다.,ENXP 퓨지
🥺🥺 관심인줄알고 심쿵했어요 흑흑,꼭돌아왔음좋겠다
아 관심맞아요 ㅋㅋㅋ 부러워서 심통부려봤는데 이렇게 믿으실줄이야.. 삐빅 그린라이트입니다,ENXP 퓨지
🫣 귀여워서 죽겠어요 인티제,꼭돌아왔음좋겠다
기압과 풍량ㅋㅋㅋㅋㅋㅋㅌ,인티J녀
무뚝뚝한 사람이 그러면 심쿵하죠ㅋㅋ 근데 인티제가 무뚝뚝한가요? 애교쟁이인뎁ㅋㅋ,숲속이웃 INTJ
위엣분들이🫣 풍속 안물어봤다고🥲😅😭 힝 난 관심인줄 알았네요오,꼭돌아왔음좋겠다
관심이에요ㅋㅋ 관심없으면 귀찮아서 대충 답하죠~ 확실하게 보여주는거 좋아하는 성격이기도해요ㅋㅋㅋㅋㅋ“비 많이 온다” 이것 보다는 확실한 사진(증거.팩트)인증,숲속이웃 INTJ
🙊🫶🏻 이래서 인티제 놓치지않을꼬에효🫶🏻 사랑해요 인티제🫶🏻🫶🏻,꼭돌아왔음좋겠다
웃긴게ㅋㅋㅋㅋㅋ 좀전에 강 넘치겠다고 사진 찍어서 보낸 인티제 입니다 제가ㅋㅋㅋ확실하게 인증 설명!!,숲속이웃 INTJ
ㅋㅋㅋㅋ 사진분위기도 똑같네요🤔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 숲속님도 평소에 상대에게 갑분셀카도 보내시나요?,꼭돌아왔음좋겠다
뭔가 확인시켜야 될 때요ㅋㅋㅋㅋㅋ,숲속이웃 INTJ
숲속님 남자분이신가요 여자분이신가요!,꼭돌아왔음좋겠다
여잡니다!,숲속이웃 INTJ
🫶🏻 여자 인티제도 귀엽네용 하하🫶🏻🫶🏻,꼭돌아왔음좋겠다
숲속님은 혹시 상황이별일때 상대방이 기다리고 있는걸 안다면 나중에라도 기다리지말라고하던지 기다려줘서 고멉다던지 표현하실것 같나요??:),꼭돌아왔음좋겠다
꼭님 mbti 는요? 궁금해요,숲속이웃 INTJ
저는 ESFJ 입니다!,꼭돌아왔음좋겠다
아 질문의 대답을 해야하는데 엉뚱한 댓글..삭할게요ㅋㅋ 기다리지 말라고 못할 것 같아요. 미안해서요ㅠㅠ 생각보다 독하지 못해요...,숲속이웃 INTJ
앗 그런가요 ㅎㅎ 제가 기다리는걸 상대가 알고있거든요!! 🤔🤔🤔,꼭돌아왔음좋겠다
아.. 음... 제 생각은 일단 화이팅입니다!! 꼭님 하고 싶은 대로 하는 게 후회 없어요.,숲속이웃 INTJ
🥺에효 간간히 그래도 연락하는게좋겟죠오??,꼭돌아왔음좋겠다
😭상황을 제가 잘 몰라서ㅠㅠㅠ,숲속이웃 INTJ
ㅎㅎ 숲속님 바쁜실텐데 시간날때 저 상담좀부탁드려도돨까요오🥺,꼭돌아왔음좋겠다
쪽지드렸어요,숲속이웃 INTJ
방금 답장드려떠용🫶🏻🫶🏻,꼭돌아왔음좋겠다
"어...ㅋㅋㅋ사진 찍어보내긴 하죠
아까 노을이 예쁘길래 사진 찍어 보낸 지나가던 인티제...ㅋㅋㅋ",그믐달 INTJ
🤭🤭 역시 인티제들은 사진을🤭🤭,꼭돌아왔음좋겠다
우와 인티제가 스몰토크라니 신기하네요,직진INTJ
매일 전화하고 매일 카톡하는데 가끔 대화가 끊길때 있어가지고 무슨 얘기를 하는게 좋을지 궁금해요ㅠㅠㅠ,그든냥
"인티제가 든냥님을 굉장히 좋아 하시나봐요
대화가 끊길때는 나 뭐하러갈게~~ 하고 끊는 것도 좋습니다

꼭 이어가야 좋은 관계인건 아니니까요
상대방도 연락 후 여운이 있는게 좋을 때도 있어요
( 상대가 스몰토크를 받아주고 있을 가능성이 높다고 생각되거든요 ㅎ.. )

그럼에도 꼭 하고 싶다 하시면
스몰토크보다는 요즘 관심있는 분야, 취미, 책 등
약간 상대가 잘 모를법한 지식적인 것들에 대해 어느정도 잘 아시는 상태에서 얘기하면
좋을 것 같긴 합니다",직진INTJ
네하거나 넹 하고 끝날때가 많은 편인데 이렇게 끝나는건 별로일까요ㅠㅠ?,그든냥
"네 저라면 크게 신경은 안 쓸 것 같아요

이건 팁인데 관심있는 분들인데

대화가 식상하거나 루즈해지기 전에 잘 끊으시는 분들은
나 뭐하러 가야되서 이따 저녁에 연락할게 ~~ 이러면


이상하게 할 것 하면서 저녁시간에 생각하거나 기다리게 되요
또 그 시간대에 연락오면 시간 약속 같은 거 잘지키네? 하면서 추가점수",직진INTJ
헉 팁감사합니다 저도 써보겠습니당,그든냥
인티제한테 너무 연락하거나 뭐하냐고 물어보면 넘 매력이 떨어질까욤..,그든냥
"전 enfp분들 좋아해서 악의없이 마구 들어오시거나
아니면 아예 반대로 배려를 정말 잘 해주시는 분이 좋더라구요

적당히 섞이면 제일 좋겠지만요 ㅎㅎ",직진INTJ
오...,한 줄기 INTJ
헤헤,그든냥
저도 이래요;;;; 그냥 신랑은 무시해요 ㅋㅋㅋㅋㅋㅋㅋ 공감1도 없이 그냥 멍때래줘요. 톡으로면 찡찡 다 햇다 싶음 한마리 던져줘요. 쉬엄쉬엄해요 이렇게 . 근데 전 아무렇지않아요 서운하지도 않아여. 님도 그냥 화제돌려서 대화돌리세요 아무렇지않을수잇어요,intj사임당맘
ㅋㅋㅋㅋㅋㅋㅋ 철통같은 사람이라 힘든것도 내색 없을 줄 알았는데 점점 찡찡대기 시작하더니 엥? 싶었어요.. 원래 그렇군요...ㅋㅋㅋㅋㅋ,ㅣSTJ
"남친도 T, 쓰니분도 T네요
자라고 하세요",신istp
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저는 힘들 때 힘들다고 하면 공감해주길 바라는거라 참다참다 얘기하는편인데,, 그래서 그런가 그냥 자라고 넘기질 못 하겠어요ㅠㅠ",ㅣSTJ
괸짜줘?? 그냥 편히 자라고 했어요,잇팁과엣팁사이
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 한 번 써먹어볼까요.. 저런 장난엔 좀 상처받던데ㅜ,ㅣSTJ
좋아하던데 ㅋㅋㅋㅋㅋ,잇팁과엣팁사이
아 이건 한 번 해볼게요. 관 짜줘?,ㅣSTJ
근데 엔티제들은 일에 스트레스를 얼마나 받길래 맨날 자요 ㅋㅋ,잇팁과엣팁사이
제말이요 .. 의도치않게 저만 숙면하고 있는데 왜그렇게 매일 졸릴까요?ㅎ 혼자 일하나,ㅣSTJ
나중엔 그말도 듣기싫던데,잇팁과엣팁사이
저도 슬슬 노이로제와요ㅠㅠ 공감하시는군용..,ㅣSTJ
아이러니한게 연애하면서 남자친구는 제게 서운함을 표한 적이 단 한번도 없는데 찡찡대기만 해요.... 하... 오히려 서운한건 제 쪽이 더 많은데ㅠㅠ,ㅣSTJ
딱 그 거 에 요 콱 진짜..... 어쩌라는건지....,ㅣSTJ
"오.. 어떤 말씀인지 정확하게 이해했어요..!
'이해시키면서 하는 공감' 제가 바라는 공감의 형태라 저도 노력하고 있는데
결과값은 '아! 이정도면 만족함' 하는 듯이 또 멀쩡하게 다른 얘기하니까
이인간이... 싶더라구요 ㅋㅋㅋㅋ하 그냥 애다루듯 하면 되는걸까요?ㅋㅋㅋㅋ",ㅣSTJ
어려우다~~ ㅠㅠ 전 포기,잇팁과엣팁사이
이정도도 충분히 도움 많이 주셨습니다..ㅎ 난관은 제가 헤쳐볼게요 ㅠㅠ,ㅣSTJ
굿굿,ㅋentj
"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 같은 엔티제 입장으로서

소중한 사람에게만 내 안 좋은(?) 모습 보여주고 싶은거 너무 이해돼요",난방열주의 ENTJ
그래서 연인은 늘 극 F를 선호했어요,난방열주의 ENTJ
"저도 그랬다가 F상대가 공감해 주면서도 속에 다 쌓아놓고 결정타에 ""너만 힘드냐, 나도 힘들어!!!""터뜨리면서 파국으로 가버려서 헤어졌던 기억이 있습니다.
후반부로 갈 수록 F쪽에서 더 징징 거리더라구요.
제 입장에선 징징이 아니라 고민토로 정도였는데, F가 받아 들이기엔 너무 나 큰 징징덩어리 였을지도 모르죠.",샤인 ENTJ 8번 자사
"앗 제가 소중한 사람이라 그런거면 참아볼게요 ㅋㅋㅋㅋㅋㅋㅋㅋㅎㅎ
힘들다 피곤하다 이런 얘기 밖에선 절대 안 할 것 같은 사람이라 이정도면 나한테 일부러 그러나? 싶었거든요 ..",ㅣSTJ
그럴 수도 있겠네요 .. 저는공감은 잘 못 해줘도 자고 일어나면 까먹는 편이라 다행일지도 모르겠어요 ㅋㅋㅋㅋ,ㅣSTJ
"아ㅋㅋㅋㅋㅋㅋ웃겨요.
평소 고민이 많긴 하고 제일 믿는 사람과만 공유하고 싶고 그래요.
고민하다가 잠을 늦게 자는 경우도 많구요.
""넌 잘할 수 있어, 푹좀 쉬어, 밥은 먹었어?""이정도 세가지만 도돌이표 돌려줘도 되요.
어차피 해결은 본인이 하는 거고 본인이 말하는거에 다 깊게 공감해달란 뜻도 아닙니다.
그걸 바란다면 T가 아니라 F이지 않을까 싶네요.
그냥 나 요즘 이렇게 피곤하니까 이해좀 해달란게 아닐까요?
저는 공감보다 이해가 더 필요해서 같은 NT끼리 만났습니다.
예기치 않게 너무 깊게 공감 받아버리면 오히려 부담스럽더라구요.
별로 약해보이고 싶지가 않기 때문에 자존심이 상하기도 하구요.",샤인 ENTJ 8번 자사
적당한 위로섞임 받아침정도면 되겠네요! 제일 믿는 사람이라 그런거라는 말 믿고 싶어요ㅠㅠ,ㅣSTJ
"찡찡대지않는편인데..직장다닐땐 많이했어요 먼가 맘대로 진행시킬수없고 동료는 나댄다고하고 윗분들은 좋아하면서 목표를 더 높게주니 좀 힘들어서 그랬죠
사업하니 훨씬 낫고요 찡찡대지않습니다",ㅋentj
"앗 그런가요ㅠㅠ 그럼 진짜 힘들고 피곤한 상황이라 그랬나봐요,,",ㅣSTJ
그럴거예요^^,ㅋentj
가까운 사람에게는 징징댑니다. 안해도 되는 징징이고 충분히 컨트롤할 수 있지만 그냥 징징대는 거에요. ㅎㅎ 가까운 사람에게는 치대고 싶으니까…,르르옹
부러워서 광광대는거 아닙니다 절대요..ㅜㅡㅜ..,aruui
ㅜㅜㅜㅜ 너모 귀여우셔요..🫶🏻 첨엔 진챠 뚝딱이로보트 그 자체였는데 예쁜 말 잘해서 점점 행복해집니당ㅜㅜ aruui님두 곧 훨씬 행복해지실고에요🩵,러블리엔프제
우어~~~ 인티제 어떻게 요리한거죠*\*,INTPzz
222 비법 궁금해요 ㅋㅋㅋ,신맛
