comments,comments_writer
적당히 편한 사이로 보이네요,사이iNTJ A 5w6
감사합니당,현현
그런 목적으로 대하는 사람1,노랑체크
답변이 담백하고 명확해서 좋네요 ㅎㅎ,현현
"거리두고 점차 하소연 받아주는 것 줄여나가고 선톡 줄이면 몇 달 뒤에 현실적인 문제 해결되고 먼저 연락 오더라고요 하지만 이후 관계 발전은 보장 못해요 그리고 내가 힘들 때 의지 안 됨
정신건강을 위해 받아주지 않는 것부터 +",노랑체크
저러다가 신뢰 쌓여서 연인관계로 발전하는 경우도 있어요,인티J녀
미련요,니체의말intj
끔찍하네요…,밥뚜
222,F가 되고싶은 entj
"진짜 좋았던 사람이면 차단하기가 좀 힘들더라구요,
보통 차단하는 경우는 가치가 없어서 볼필요도 낭비할 필요도 없는 사람..이럴때에요!",entxxxx
음….그렇군여 더 이해할수 없는 친구네여 ㅠ,밥뚜
악감정이 없어서 굳이 할 이유도 없었다. 라고 하더라고요..;,ExFx 흔녀
악감정이 없진 않을텐데.. 안좋은 소리를 듣고도 차단을 안하는 이유가 궁금하네요..!,밥뚜
나쁘게 헤어진 케이스는 아닌가봐요. 차단까지 가는 경우는 대개 안좋게 헤어진 경우라서요,마늘빵 INTJ
그친구가 상황적으로 힘들다 해서 헤어지게 된건데 그 헤어짐의 이유가 여자인걸 알고 제가 그 뒤로 카톡으로 막 말했습니다 사귀면서 그동안 참았던걸 울분토하듯이여 ㅠ 나름 나쁘게 헤어진케이스 인데도 차단을 안하는게 궁금하네요,밥뚜
"오..그런분들도 있군요 사실 저흰 재결합 커플인데 저번 헤어짐에서는 카톡 차단, 전화 차단까지 다 당했거든요 그래서 이번 이별에서도 당연히 차단했을거라 생각했었는데 차단도 안하고 제가 보내는 말마다 다 반박을 하면서 답장을 해주는 심리가 궁금하더라구여😅",밥뚜
엔티제 전남친 차단 안 하고 아주 가끔 안부도 물어보더라구요,그럴수도 있지
오 그렇군여 ! 저나 이친구는 서로 헤어지면 진짜 뒤도 안돌아보고 떠나는 스타일이라고 서로 말을 많이 나눴던 터라 이해할수가 없네요 ㅠ,밥뚜
"i e 반반인 인티제 남자 입장에서 말씀드리면 헤어져도 차단은 안 합니다 차단 목록에 누가 있으면 차단했다는 의식이 드니까 차단하는 건 선호하지 않아요

먼저 연락하는 게 아니라 전연인에게 연락오면 적당히 매너있게 대하는 것은 내가 사랑했던 사람에 대한 예의인거지 미련은 아니에요",사이iNTJ A 5w6
그렇군여! 앞전 연애에서는 다 차단 했다 했는데 저는 왜 차단을 안하는지 궁금했어요! 이미 저도 한번 차단을 당해봤던 사람이라 ㅠ 그리고 이친구가 누구에게 매너있게 하는 사람은 아니라서 ㅠ 불건강 엔티제라 할말은 다하는 친구였거든요 그래도 나름 예의를 지킨다니…어렵네요,밥뚜
그런 사람이면 아마 미련일 거 같네요,사이iNTJ A 5w6
답변 감사합니다☺️,밥뚜
오 그렇군여,밥뚜
아하! 저도 사실 헤어지면 다 차단하는 성격이라 이런 부분이 맞다 생각했는데 차단도 안당하고 톡을 보낼때 마다 답변을 주니 뭐하자는거지 싶더라구요,밥뚜
저는 굳이 하진 않아요. 악감정이 있으면 프로필 비공개를 위해 차단합니다.,다래 INTJ
오….그렇군요 얜 자기 맘에 거슬리기만 해도 차단하는 앤데 이해하기가 어렵네요 🥲,밥뚜
entj인데 이별하면 이제 내 인생에서 사라질 사람이라 생각해서 무조건 다 차단해요 그게 다음에 만나는 사람에게도 예의라 생각하기도 해서요..,나는entj다
"엥..  저는 굳이안해요
차단해서 내 카톡의 차단리스트에 남기는것 조차 특별대우이고 어떠한 감정이라고 생각해요.
그리고 제 감정과 관계와는 별개로 뭐라고하는지는 궁금하거든요 어차피 그걸 보고 결론을 내리는건 제몫이니까요.",꼬로로기intj
차단 할 이유가 없어서요?,EntjA오리3w2
차단안해요. 답장오면 어휴… 하고 말죠,entj썸
전 차단목록에 있는것도 싫어서 그냥 삭제해놔요,ENTJ 토리
전 칼 차단이요,INTJINFJ
"그렇군요.
순수하고 솔직하고 투명한 사람이 참 좋아보여요. 눈치 보지 않고, 이래저래 재지 않고, 그냥 있는 그대로를 드러내려고 하는 사람들..
그치만 그런 엔프피를 본 적은 없는 것 같아요. 엔프피도 결국 삶과 현실에 치여서 순수함도 솔직함도 투명함도 잃는 것 같은데.. 너꾸꾸님은 본 적 있으신가요?",삶이란 INTJ
엔팁인데도 좀그래요ㅋㅋㅋㅋ 진짜 제 바운더리안에 있는 극극극극 소수 빼고는 일처럼합니다,Entp 7w8 8w7
그 극극극극 소수를 제외한 나머지 분들께는 좋은 감정이 있는데도 이성적으로만 행동하시나요?,삶이란 INTJ
"아뇨
전 일처럼 의무적으로 해야만하는 관계를 남겨두는게 더 합리적이지 못하기에 진심으로 감정이 동하지 않으면 친구든 가족이든 그관계는 없는거에요

대신 남겨둔 관계에선 생각이나 계산이 없는 감정으로 대해요 계산적으로 인간관계를 하는 사람을 극혐하기에 스스로도 그렇게 행동하지 않으려 하네요",갓블레스유INTJ
지인에게는 그런거 소모적이고 피상적인 관계에서 염증을 느끼기 때문에 아주 순수하게 대합니다.,에단INTJ 5w6
시간이 지나니 일처럼 느껴지게 했던 관계에서 지쳐가더군요. 그래서 굳이 애쓰지 않아도 편안한 사람들하고만 소통하고 인연을 유지하는 듯 합니다. 인간관계에서 견디는 건 업무적 관계만으로 충분하다고 생각했었습니다.,별의별INTJ
