mbti,text
ISFP,이래도 저래도 ISFP
ISFP,잇프피 뼈 때리기!!
ISFP,잇프피에게 이러면 손절 당합니다[문제시 삭제]
ISFP,잇프피 월급루팡 무물 한번 해볼까요?
ENTP,펑
ISFJ,"서로 다름을 받아들이고, 존중해주면, 변화 합니다"
ENFP,잇프피에게 ‘생각해볼게’ 란?
ISFP,솔직히 isfp가 제일 많은듯
INTP,잇프피 분들 궁금합니당
ISFP,댓글이 잇프피 그 자체
ESTP,이놈의 자유로운영혼 esfp분들 알려주세요 ㅜㅜ
ENFJ,ISFP 남과 결혼 1주년을 앞두고... ♪
ISFJ,"어린아이 같은 잇프피,,,"
ISFP,극내향으로 사는 건..
ESFP,잇프피와 소개팅! (현재진행중-ing)
INFP,잇프피 심리
ISFP,"눈치가 있다. 없다. (상황, 감정)"
ISFJ,보상을 해주는 연애는 좋은거 같아요
INFP,ISFP 남자와 장거리 팁 좀 주세요 ㅠㅠ
ISTP,ESFP여자분들
ISFP,"내용, 제목은 펑"
ENFP,잇프피 전화
ENFP,잇프피는 말을 빙빙 돌려하나요?
INFJ,잇프피 isfp에겐 어떤 선생님이 좋나요??
ISFP,ISFP 무물 받아요 !
ISTP,펑
ISFJ,"잇프피 남자친구, 너무 귀여운듯 해요*_*"
INFP,isfp 남의 여자친구 우선순위 문제
INTP,ISFP남자 눈치가 없나요?
ISFJ,잇프피(남): 저는 딱히 안되는 시간은 없어요ㅎㅎ
ISFP,내가 겪은 enfj들의 특징
ISFJ,잇프피가 절 괜찮다고 했다는데 진짜 믿어도 되나요?
ISFP,내 이름은 쌈무 사냥감을 노리고 있지
INFP,ESFP 여자분들!!!
ENFP,잇프피… 말과 다른 행동
INFP,ISFP 남자 무물 합니당~
ESFP,이별... 22일차... 슬픔의 반복
ESFJ,esfp 좋아하는데 지쳐서 헤어진연애
INFP,잇프피남 입장에서
ENTP,잇프피 분들중 잇팁도 일주일에 3번 통화~
ENTJ,ESFP 입에서 귀찮다는 말이 입버릇처럼 나오는걸 듣고 있자니
ISTP,ㅡ
ENTP,번외 (모든유형) 잇프피 포함 전 전화를 한 번에 안 받거나 콜백이 없으면 너무 화딱지가 나요(수정)
ENTP,제 전글아시져 isfp 잇프피 꼭 헤어지겟다고 다짐했던
ISFP,isfp 썸붕 쉬운 이유 7가지
ESFP,이별 17일차.. 소개팅 나가요🥶
