mbti,text
ESTP,intj 원래 불도저...? 쫌 직진하는 타입인가요?? 금사빠 금사식일까요?
INTJ,INTJ분들 인간관계도 일처럼 하는 경향 있으신가요
INFP,intj가 관심있는걸까요?
ISFJ,엔티제의 사랑이란게..
ISFP,엔티제 남자 질문!
INFJ,인티제님의 칼답
ENFP,인티제랑 헤어졌어요
INTJ,친구도 연인도 손절하는 과정..
INTJ,INTJ분들 연애나 결혼 상대로 S분들과 잘 맞나요 ?
ENTJ,인티제의 동거
ISTP,entj 끼리 연애 이신분??
ESTP,인티제님들은 이 가사를 어떻게 해석하시나요
INTJ,INTJ 질문받습니다.
INTJ,인생은 정말 긴장의 연속이네요~ㅋㅋ
ESTP,인티제 금사식일수도 있나요?
INFJ,INTJ 와 결혼 직전까지 갔던 ..
ESFP,인티제 분들 인간관계에서 트러블 생겼을 때
INTJ,INTJ 여 ENTJ 남 커플 있으신가요?
ISTJ,"왠지 주변에 ENTJ, INTJ가 엄청 많네요 ㅋㅋㅋ"
INFP,.
ENTJ,"연인이랑 헤어지고 푸념글 비슷한데 슥 보고 의견 얘기해 주시면 감사할 거 같습니다(ㅍㅇ, 장문"
ISFJ,엔티제에게 힘든일이 있을때
INFJ,1차원적 유혹 잘 못참는 엔티제
ISTP,내가 아는 엔티제와 넘나 다른것
ESTJ,ENTJ 급 돌변하는 성격?
ISTP,ntj 남자분들 연상녀어때요?
INFP,인티제 분들은 호감 생기면 어떻게하시나요
ISTJ,인티제의 말 문의
ENTP,INTJ 이기심.
ESTJ,Entj 남자 상대하는 팁이 있을까요
ENTJ,엔티제 찐사랑은 바로 ‘이것’
ESTJ,엔티제 헤어지고 연락 하나요?
INTJ,오랜만에 intj 질문 받습니다!
INFJ,애기 안좋아하는 엔티제한테 감동받은썰
ESTP,인티제 특징 뭔가요?
ENFP,엔티제 남자친구 특징
INTP,인티제분들 집중시간
ISFP,entj 남자에 대해 궁금해요.
ENFJ,도와줘여 인티제님들!
ENTJ,Entj는 entj라는 것에 인정 안하고 16가지 유형을 다 알아보는 사람인 것 같아요
INTJ,인티제 무몰 합니다
ISTJ,펑
ESTJ,엔티제에게 선연락
INTJ,시험 중독인 것 같아요
INTJ,저는 j가 좀 매우 심한거같아요...
INTJ,노력은 배신하지 않는다!!!!
ENTJ,엔티제 남자친구가 스트레스 받아할때..
ENFP,"Entj랑 안전이별 못해서 공포감이 좀 드는데,, 경험해보신분 어떻게 마무리 하는게 현명할까요?"
ISFJ,entj 막내 많나요?
INTP,(˵ ͡° ͜ʖ ͡°˵)
INTJ,사랑을 잊는 방법
ENFJ,인티제 재회
INTJ,인티제 무몰 받습니다
INTP,인티제는 어디 출몰하죠
INTP,여러분 사랑합니다
ENTJ,사실 엔티제는 인프피보다 더 여리고 섬세합니다.
ENTJ,ENTJ 무물 받아용~😆
ENTJ,Entj랑 연락하는데
ISFP,엔티제분들 도와주세요ㅠㅠ
INTJ,정신의학과 진료 받고 싶은데..
ESFJ,엔티제에게 결혼은 어떤 의미인가요
ISFJ,"엔티제 뭔가 쎄한데, 제 촉이 맞을까요?"
INTJ,이 정도면 불안장애일까요?
INTJ,제 엔티제가 너무 귀여워요..
ISTP,"매일 카톡이 의미가 있을까 싶지만,,"
INTP,엔티제 남성분들은 어디에 주로 분포 되어있나요(?)
ISTJ,인티제가 힘들다하면
INTJ,우리나라의 미래가 정말 어둡다는 생각이 드네요..
INTJ,INTJ의 호감 유무 판단
INTJ,똥을 굳이 밟고 지나가지 않는다는 생각일까요?
ENFP,인티제를 좋아하는 마음을 자제하고 싶은데
