mbti,text
ENTJ,"인프제 친구에게 부담스럽게 들이대는 상황, 오지랖일까요?"
ISTP,엔프제랑 오늘 밤 약속 있는 거 깨고싶은데 뭐라 핑계댈지 고민이에요ㅠ
ESTJ,인프제 쉬고싶다 지쳤다...
INFJ,Infj사회생활힘들어요..
INTJ,"엔프제 카톡 텀,안읽씹"
ESTJ,대체 언제까지 쉬는건가요 인프제는(도어슬램..?)
INFJ,인프제에 대해 알고 싶으세요? 들어오세요
ESFJ,인프제 남자의 잘못된걸로 인해 헤어져서 상대방을계속잡다가 아니다싶을때 바로 칼같나요?
ESFJ,인프제 전남친...답좀주세요
ENTP,Enfj 밀집지역?
INFJ,인프제 분들 후폭풍 없으신가요?
INFJ,엔프제 남자 질문
ESTJ,INFJ 사소한것 까지 신경쓰는 성향인가요?
ENFJ,enfj랑 궁합 좋은 mbti 무엇인가요?
INFP,인프제 남자 이정도면 호감이라고 생각해도 될까요?
ENFP,INFJ와 어떻게 해야 할까요?(장문주의)
ESTP,동굴 들어가는 인프제 남자
ENFJ,엔프제(ENFJ)에대한 가장많은 질문 2탄(feat생각보다 단순한 댕댕이)
ENFJ,엔프제(ENFJ)에대한 가장많은 질문 1탄(feat생각보다 단순한 댕댕이)
INFJ,"INFJ가 드문 이유, 복잡하고 알기 어려운 이유"
INFP,infj남자 분들 걱정될 때 어떻게 하면 마음이 편해지세요?
INFJ,오늘 상담선생님과 약간의 논쟁이 있었다.
ENFJ,엔프제 무물 받아요~!
INFJ,하...........
INFJ,인프제분들 나만 놓으면 되는 것 같은 관계일 때 어떻게 하시나요?
INFJ,[인프제]안좋은 일이 닥칠 것만 같고 대안이 없다고 느껴질때 너무 불안한데요..
ENFJ,[ENFJ] 당신이 모르고 있던 엔프제의 진실
ESFJ,인프제님들께 질문 있어요
ENTJ,ENFJ 남친과의 연애가 시들해요
ENTJ,엔프제 분들에게 질문이 있어요!
INFJ,infj인데요 직장1박2일간데서 퇴사하고싶어요
INFJ,저희 집 mbti 분위기 어떨 것 같나요??
INFJ,어릴때의 상처가 자꾸만 떠오르는 나
ISTP,엔프제도 엔프피랑 비슷하게
INFJ,어릴 때 ENFP INFP가 나왔던 이유
ENFJ,건강한 엔프제는 어떤 삶을 살아갈까?(feat불건강을 벗어나는 지표)
INFJ,주기능 캐릭터화
INTP,도어슬램 키워드로 검색하기
ENFP,인프제가 이렇게 말하면 뭐라고 답해야하죠??(펑예)
INFJ,공감능력이 떨어져요
INFJ,인프제 분들 친구랑
INTJ,INFJ 부담스럽지 않게 다가가는 법
INFJ,일하다 울었어요 ㅠㅠ
INFJ,가끔은 여기가 연애카페인지 헷갈림..
INFJ,엔프제 남자 모든거 다 알려주세요🙇‍♀️
INFJ,"인프제도 퇴폐적일 수 있을까요,,"
ESTP,인프제 왜 헤어지자고 안할까요
ISTP,인프제의 미안해하는마음 궁금ㅋㅋㅋ
INFP,인프피남 놀러왓숩니다
INFJ,살려주세여~~ 인프제 남자 인간적인 호감? 이성적인 호감? (펑)
INFJ,엔프제분들 엣팁 어떤가요?
INFJ,인프제의 푸념(배려에 대해..)
ENFJ,ENFJ 인기가 없나봐요
ISFJ,인프제도 여자가 대부분 인것 같아요.
ESTP,인프제 남자가 카톡에선 다정한데 만나선..
INTJ,재회)) 인프제 남의 흑화 해결??
ESTJ,INFJ 아무생각 하기 싫을때가 있나요??
INFJ,우리나라 인프제는 여기 다모인 기분
INFJ,infj남자는 어떤유형을 만나야할까요?
INFJ,INFJ분들 안맞는 MBTI 유형이 어떻게 되시나요??
INFJ,겉으로 적당히만 지내면 좋은 infp isfp
ENFJ,불건강한 엔프제는 어떤 모습일까요
INTJ,친하지 않은 사람과 친해지고 싶을 때 하는 인프제 행동
ENFJ,연락의 중요성
ENFJ,엔프제/인프제 질문 받아볼께요
INFJ,전국의 인프제분들 점심시간에 뭐하시나요??(사진인증)
INTJ,"INFJ, ENFJ 님들은 INTJ 어떻게 보시나요?"
INTP,불건강 인프제 infj 특징 이거 맞나욤//
INTP,enfj님들은 좋아하는사람 있는데 딴 사람이랑 사귀는게 가능한가요?
INFJ,인프제의 권태기ㅠㅠ
ENFJ,어려운 인프제의 호감/호의 구분ㅠ
ENFJ,엔프제 칭찬에 대한 하소연
INFP,enfj한테 표현많이하면?
ISTJ,"ENFJ 이 유죄인간들,,,"
ISTJ,ENFJ의 생각 정리가 필요하다는 말
ENFP,"인프제남친의 연락회피, 여사친 문제로 시간을 갖자고 했어요"
ENFJ,엔프제들 동성한테 질투 많이 받나요??
ISFJ,인프제 남 행동...호감? 호의? 도와주세요 ㅜㅜ
ESTP,ST유형과 잘 만나고 계신분 있나요?
ENTJ,INFJ 남친이 저랑 결혼하고 싶다는거...
ENTJ,인프제에게 간택당함(대충 행복하다는 자랑글)
INFP,enfj가 어디 데려가야겠네~ 말 하는 거 플러팅인가요?
ENFJ,infj 남자분들께 조언구해요
ISTP,INFJ와의 근황
ESTJ,인프제가 이런 표시면 많이 용기내서 티 낸건가요??
ISTP,인프제분들
ISFJ,infj 말 의미
ISTJ,Enfj 남친와 재회
INFJ,인프제 분들은 자기계발 뭐 하세용ㅎㅎ
INFJ,F커플 서로 말 많이하시나요?
INFJ,마음 여는게 힘드네요!
ISTJ,ENFJ 연애 고민 들어주실 분?
ISFP,Infj 단체카톡방 공감표현
INFJ,인프제 분들 주변 친구들 엠벼 성향
ENFJ,엔프제가 말하는 엔프제의 호의 호감 구분법
ISTP,인프제분들
ISFJ,infj 말 의미
ISTJ,Enfj 남친와 재회
INFJ,인프제 분들은 자기계발 뭐 하세용ㅎㅎ
INFJ,F커플 서로 말 많이하시나요?
INFJ,마음 여는게 힘드네요!
ISTJ,ENFJ 연애 고민 들어주실 분?
ISFP,Infj 단체카톡방 공감표현
INFJ,인프제 분들 주변 친구들 엠벼 성향
ENFJ,엔프제가 말하는 엔프제의 호의 호감 구분법
ENFP,INFJ 남자 꼬시는 법 좀 알려주세요
ISTP,Enfj분들
ISFJ,잇프제가 보는 엔프제
