mbti,text
ISFP,썸남 생일
ISTJ,초면에 말 놓는 어린 지인
ESFP,잇프제 소개팅남 다시 연락
INFJ,잇프제분들 연락하는 거 별로 안 좋아하시나요??
ENTP,잇프제 남자 이별
ISFJ,Isfj에서 esfj가 되었는데 행복하네요
ESTP,잇프제분들 질문이용..
ISFJ,잇프제 사회생활!
ESTJ,잇프제에게 한 번 더 들이대볼까요....??
ESTJ,헤어진 잇프제가 먼저 아는척하면 재회 가능성 있을까요..?
ISFJ,잇프제님들 이렇다 할 취미 있으세요?
ESFP,잇프제 소개팅남 관심없어보이죠..? ㅎㅎ
ISFJ,잇프제랑 잇프제 또는 잇프피
ESTP,헤어지고 잇프제랑 소개팅 했는데 아무리 제가 마음에 안들어도.. 예의가 너무 없네요ㅠ
ISFJ,잇프제남의 바운더리에 들어온 것 같은데
ENFP,잇프제 구남친 재회 타이밍
ENFJ,isfj남 하나라도 반반이신 분들 계신가요?
ISTP,esfj 남자심리
INFP,"엣프제분들 인프피는 어때요 ,,?"
ENTP,잇프제는 나이를
ESFJ,엣프제인데요
ISTP,잇프제분을 관찰😁
ISFJ,"여러분은 집, 도서관, 스카, 카페 중 어디서 공부하십니까?"
ISFJ,Isfj 여러분은 직업이 어떻게 되십니까?
INFJ,Esfj 연락
ESTJ,isfj 대화주제
ISFJ,극 s분들은 수능 몇 등급이셨습니까? 사적인 질문 원하지 않으시면 대답 안하셔도 됩니다. (S분 n분 다 환영)
ISFJ,ISFJ입니다 ESTP ESFP만나보고 싶어요
ESFJ,심심해서 엣프제 ESFJ 남자 심리 답변 해드립니당
ISFJ,Esfj 남자가 이렇게 말한 의미
INFJ,대충 엣프제 좋다는글(엣프제 특징)
ISFJ,ISFJ / INFJ 인 본인이 싫어하는 이성 스타일
ESFJ,안녕하세요 esfj 라서 무몰 답변 해드릴려고 합니다.
ENFP,잇프제 아플때 연락
ENFP,잇프제의 사랑한다는 말은 믿어도 될까요?
INTP,이거 계속 친하게 지내려고 노력해도 될까요 ㅜㅜ
ESFJ,심심해서 ESFJ 아무거나 무물
ESFP,ISFJ 잇프제분들 헤어지고 카톡 차단...
ESTJ,상사가 둘다 잇프제..친해지는 법
ENTP,펑
ISFP,Isfj 남자분들 손절 잘하시나요?
INTP,isfj 의 시간 맞춰보자는 말
ISFJ,잇프제분들 걱정 다들 많은거 맞죠?
ISFJ,ISFJ INFJ 둘 중 누가 더 F중 T에 가까워요?
ENFP,Isfj 짝사랑 성공 기념 무물받아봐요!!
INTP,잇프제분들 인팁 어떠세요?
ISTJ,잇프제남 결혼
ISFJ,잇프제가 잇프제 성격을 딱 3가지로 정리한다면...
ENFP,"isfj 바빠서 썸붕,,,"
ENFP,잇프제 여러분 힘들때 어떤 위로를 바라시나요?
ESTP,잇프제 남친..주말에 연락안읽씹이요..
INFP,남자 esfj 랑 infp 여자 어떤 모순이 있고
ENTP,Isfj분들 이런경우 기분 어떠신가요..? (급해요ㅠ)
ISTP,ESFJ에게 연락할때...
ISTP,esfj 분들 도와주세요
INFP,잇푸제의 손절
ENFP,잇프제는 밀당같은거 없나용?
ENFJ,ISFJ 질문/카톡
ISFJ,MBTI 궁합
ISFJ,MBTI에서 S가 만점에 가까운 점수를 받으신 분 계세요?
ESTJ,잇프제는 연애 티내는거 싫어하나용..?
ENTP,펑
ENTP,엣프제 한달 관찰기
INFJ,잇프제는 누구에게나 다 그러나요?
ESFJ,"잇프제 남자분들, 친구들에게 여친 소개 언제하시나요?"
ESFP,Isfj는 보통 얼마나 되면 조금 편하게 생각하나요?
ISFJ,잇프제랑 결이 가장 비슷하다고 느끼는 mbti
ISFJ,잇프제 입맛 특징
INFJ,엣프제분들중 먼저 헤어지자하고 재회하신분 계신가요 ??
ENFJ,잇프제여자에게 고백후 대기중인 엔프제입니다
ISFJ,잇프제가 생각하는 잇프제 남자 장점 / 여러분이 생각하는 여러분 mbti 장점은?
ENFJ,"esfj분들 연애하실때,성향 궁금합니다~!!"
ESFJ,잇프제 남자와 헤어지는 중인데 잇프제님들 심리 봐주세요ㅠㅠ
ESFP,Isfj는 보통 얼마나 되면 조금 편하게 생각하나요?
ISFJ,잇프제랑 결이 가장 비슷하다고 느끼는 mbti
ISFJ,잇프제 입맛 특징
INFJ,엣프제분들중 먼저 헤어지자하고 재회하신분 계신가요 ??
ENFJ,잇프제여자에게 고백후 대기중인 엔프제입니다
ISFJ,잇프제가 생각하는 잇프제 남자 장점 / 여러분이 생각하는 여러분 mbti 장점은?
ENFJ,"esfj분들 연애하실때,성향 궁금합니다~!!"
ESFJ,잇프제 남자와 헤어지는 중인데 잇프제님들 심리 봐주세요ㅠㅠ
ISTP,다른 isfj분들도 이러신가요?
ISFJ,잇프제가 생각하는 남자 패션의 세계!
ESFP,잇프제 남자를 소개받았어요
ENFJ,ISFJ 여자 스킨십
ESTP,잇프제분들
ISFJ,잇프제 공략법 이래요
ISFJ,잇프제인데 F 갬성이 모자란 것 같아요.
ISTP,괜찮다는건 진짜 괜찮다는건가요?
ISFJ,ISFJ(남) 무물!
ISTP,잇프제를 분석😏.
INFJ,잇프제들은 하늘에서 내려온 천사들 (잇프제 찬양글)
ISFP,엣프제 관계 정립
ENFJ,Isfj 여자분 이거 무슨 의미죠?
ENTP,잇프제 분들은 헤어지고 전연인에게 연락이 온다면?
ISFJ,잇프제 분들은 각각 I E / N S / F T / P J 비율이 어떻게 되시나요?
ISTP,Form Q 정식 검사 결과
ISFJ,친화력 좋은 사람이 부러워요
ENFJ,"ISFJ 여자분들,,,"
ISFJ,ISFJ 지만 ISFJ 같지 않은 구석(#_ 제 얘기)
ENFP,잇프제 연인 싸움
ISFJ,잇프제 애정표현
ESFJ,esfj 7년동안 나온사람 무물받습니다
ENFP,(추가)잇프제 isfj 남자분들은 결혼이 무섭나요? 결혼 확신이 드는 순간은 언제일까요?
ESFJ,Isfj 남자 심리
ISFJ,잇프제의 결혼 결심
ISFJ,잇프제 연애시 특징
INTP,잇프제들은 호감 없으면 아예 연락 안하나요??
ISTP,잇엣프제분들 이거 호감 맞나요 (펑예)
ISFJ,잇프제가 이별을 말할 때 입니다🥲
ISFJ,전화도 부담스러운 저...isfj
ISFJ,잇프제 공감 가네요😂
ISFJ,잇프제가 잇프제 꼬시기 왤케 힘들죠ㅠ
