mbti,text
ESFP,인팁이 불도저 스타일이 될수가 있나여ㅋㅋㅋ
ESFP,인팁의 심리가 뭐죠..
ESFJ,엔팁분들께 질문해요
ENTP,F 비율 높은 ntp들 계신가요
ENFP,"intp, 인팁남과 이별 후 재회 가능할까요"
ENTP,감수성 예민한 ENTP
ENTP,엔팁 나이따지는편
INTP,불안한 마음은 결국 현실이 되서 헤어졌어요
INTJ,인팁분들
ENTP,남사친한테 관심이 생겼는데 도와주세요ㅠ
ENTP,엔팁 여자의 매력은 뭘까요?
ENTP,인팁남의 마음은?
INTP,영화보면서 대중과 다른 감성이라고 느꼈던 순간
INFP,엔팁분들 궁금합니다 이게 무슨 의도인가요?
ISTP,엔팁연락특징 질문
ENTP,엔팁 커플 질문받아여 ㅎㅎ
INTJ,INTP왜이래요
INTP,다른 유형이 되어보고 나니 깨닫는 점
INFP,ENTP 전남친에 대해서
ISTP,엔팁남과 기싸움 힘드네요
INTJ,카카오스토리 생일을 다르게
ISTP,두부두부엔팁. .
INTP,어떤일 하고계시나요
ISFJ,INTP 썸 붕이겠죠?
INFJ,인팁의 밀어내기
ENTP,🚀INTP분들~ INTP-A INTP-T 투표부탁드려요^^🚀
ISFP,intp 좀 멋있는거같아요
ENTP,intp-a intp-t 비율이 보통 어느정도되나요?
INFJ,Entp 남자.. 엔팁은 한 번 거절이면 끝인가요 (펑)
ENTP,인팁에게 급발진 예정
ENFP,표현못하는 우리인팁
ENTP,여ㅕ자 entp 질문 받습니당(심심)
INFJ,INFJ가 본 ENTP
ENFP,ENTP 엔팁과 소개팅 후
ENTP,ENTP 분들 특이하다는 소리 많이 듣고 사시나요??
ESTP,ESTP-> ENTP 로 변했는데
INTP,실망스러운 점
ISTJ,intp 남자분들 이거 호감 있는거에요??
ISTJ,intp 남자분들 이거 호감 있는거에요??
INTP,인팁의 가치체계
ENFJ,인팁 남자친구 절 좋아하는거 맞을까요?
ISFP,ENTP가 짝사랑할 때 행동들
ISTP,남자 엔팁연락···
ENTP,원조 맛집 엔팁의 무물보 재개장
ISFP,펑
ISTP,엔팁의 좀 귀여운 점. .
INFJ,인팁남 데이트 신청
ENTP,좋아하는 사람 앞에서 엔팁..
INTP,인팁 무물받아용 헤헤
ENTP,entp 분들 직업이
INTP,결국 헤어졌네요
ISTJ,엔팁에게 전화란? 사친이란?
INFJ,MBTI 별 사랑할 때
INTP,Intp이 순수하다는게 뭔의민가여??
ISFP,사회생활로 성격이 바뀐건가
INTP,애플로고 황금비 10억지(?)
INTP,인간관계 불변의 법칙
INTP,오랜만에 저장한 인팁짤들
ENTP,엔팁이 정말 싫어하는 행동과 화법..
INTP,Isfj 신기하네요
ISTP,엔팁의 플러팅이 무엇인가요?
ISTP,엔팁님들 과목별 공부기간 및 공부법 전수해주세요
ISFJ,INTP 썸 연락없음
ESTP,엔팁 꼬시고 싶어요
ESFJ,인팁남자친구 사용 설명서에 대해서 알려주시겠웁니깡!!!!
INFP,엔팁분들!! 재회
ISTP,엔팁짝남이 자꾸 웃어줘요
ISFP,좋아하는 감정 앞에서는 엔팁의 특징이고 뭐고 무의미한 거 같아요
ENTP,사랑에 빠진 엔팁분들 공감하시나요 ?
INFJ,엔팁의 말하다가 침묵하는것에대해..
ISFP,인팁분들 본인같은지 읽어봐주세요
ENFJ,인팁 연애할때. 혹시
ENFJ,인팁님들 연인중에
INFP,엔팁남이랑 대화하면서
ISTP,엔팁님들ㅠㅠ엔팁 짝남 기프티콘 안 받는 다는 건 뭐에요?
ISFP,mbti 분석해보는 거 재밌네요
ENTJ,엔팁분들은 거절 어떻게 하시나여
ISFJ,엔팁남친 심리가 뭘까요?
ENFJ,인팁님들!
ENFP,인팁이랑 엔프피 한번 놀때
INTP,8기능 검사가 이상하게 나온 인팁
ENFJ,짝사랑 인팁한테 급발진… 저 손절 당할 삘인가요?
ISFP,엔팁의 의도치않은 읽씹
ENFP,인팁분들 연인끼리 사랑해 라는 표현 쓰시나요?
ENTP,ENTP 질문 받음
ESFP,엔프피는 원래 휴대폰 잘 안보나요?
ENTP,"학부때 배운 내용 다시보고 있는데, 좋아했던 이유 찾음~!"
INTP,1-3차 루프 겪으셨던 분들! 도와주세요 ㅠㅠ
ENFJ,인팁님들 연락할때
INFP,인팁 짝사랑 도와주세욥!!
ISTP,엔팁 짝남의 겁나 매력적이고 잘생긴 웃음
INFP,Intp이 욱하는 면모도 있나요??
INTP,인팁 질문 받습니다.
INFP,Entp 전남친한테 카톡할지 말지 고민되는데
INFP,T분들은 감동을 안 받고 뭐 받은 걸 좋아하세요?
INTP,인팁 무물받아용
ENFJ,엔팁은 애인에게도 장난을 많이 치나요 ?
ENTP,엔팁분들 질문이요!
ENFJ,인팁과의 썸 끝난거겠죠?
ESFJ,Entp 남친의 이전 여친 이야기
INFP,인팁 짝사랑 도와주세욥!!
ISTP,엔팁 짝남의 겁나 매력적이고 잘생긴 웃음
INFP,Intp이 욱하는 면모도 있나요??
INTP,인팁 질문 받습니다.
INFP,Entp 전남친한테 카톡할지 말지 고민되는데
INFP,T분들은 감동을 안 받고 뭐 받은 걸 좋아하세요?
INTP,인팁 무물받아용
ENFJ,엔팁은 애인에게도 장난을 많이 치나요 ?
ENTP,엔팁분들 질문이요!
ENFJ,인팁과의 썸 끝난거겠죠?
ESFJ,Entp 남친의 이전 여친 이야기
ISFP,취향이 확고하단게 진짜 쉬우면서도 어려운 표현이죠 ㅋㅋㅋ
ENTP,인스타 안하는 엔팁 어떻게 생각하세요?
ENTP,노잼이 되어가는 엔팁....
ENTP,와 소름돋아요 엔팁분들 일루와보세요
ISFJ,intp 너무 어려워요(긴글주의)
ENFP,엔팁 좀 감성적인가여 ??
ISTP,엔팁 남자분들 주관적의견을 말해주세요
INTP,엔팁 최고
ENTP,개인적으로 정말 운명공동체같은 친구는 인팁인거같아요
INTP,인팁에게 간택당하지 못한 사람이 인팁의 호감을 사는 방법...? (주관적 의견 주의)
INFJ,intp짝남 호감여부 확인 부탁드려요...!
INTP,그렇게 해서 인팁 꼬시기힘들텐데
ISTJ,intp 궁금한거 질문이용!
INTP,가능성을 좀 덜 믿을까 해요
INTP,isfj와 연애 (길어요)
INTJ,인팁남 인티제여 커플어떤가요?
INTP,정말 20대는 아무 관심도 없는건가요..?
ISTP,인팁이 2끼를 같이 먹으면..
INTP,인팁은 인간관계 있어서 계산하는 걸 질색합니다
INTP,나의 생각루트 ( 알고보니 인팁이더라; )
ENTP,Entp ❤️ esfj 소울메이트가 될 수 있는 이유
ESFJ,엔팁 남자 연락
INTP,엔팁분들 남녀섞인 여행보내주는거 괜찮으세요?
ENFP,인팁 남자친구가 좋아할만한 카톡 대화 주제
INTP,인팁 때문에 흔들리는 당신을 위한 글
INTJ,앗 솔로지옥 이제 봤는데 ㅋㅋㅋ
INFJ,인팁 짝남 어렵네요ㅜㅜ 호감..맞을까요?
INFP,인팁 남자분들
ISFJ,INTP와 만나게 됐어요 ㅎㅎ
INFJ,남친 있어도 단둘이 만날 수 있나요?
INFJ,intp님들!!도움 요청입니다!!ㅜㅜ
ENTP,INTP님들 인생 영화 드라마 등등 추천좀요!
INTP,인팁 남자분들께 질문
ENTP,ENTP가 직장 동료에게 ENFP로 보이는 이유
ENFP,귀여운 인팁..
ESTP,인팁분들!!!!!!
ENTP,인팁 남친 진짜 좋은점
INFJ,인팁남에게 고백 후
INFJ,인팁이 강요라고 하는 부분이있는데요
ENTP,ENTP분들 차단 잘하시나요?
INTP,intp 직장동료 짝사랑중인데 너무 일희일비하게돼요ㅜㅜㅋㅋ
ISFP,인팁분들 반지 안좋아하시나요
ESTP,인팁은 호감있는 이성이 애매하게 굴면 바로 마음 식히는 편인가요?
ENTP,엔팁 꼬시는 법 완전판
INTP,인팁이지만 인팁을 좋아하게 되었는데
ISFJ,인팁 친구에게 손절 당한 후 차단
INTP,INTP 관리자로 적합할까요?
ISFJ,entp랑 친해지기
INTJ,인팁 남자친구...
ENFP,인팁남... 갖고싶어요 얼른..
ISTP,Entp에게 질문- 이성이 어떨때
ESTP,인팁분들은
ENTP,플러팅 장인 엔팁이 충격먹은 istp무자각 플러팅썰 (부제:t의플러팅이설레는이유)
INFJ,ENTP는 츤데레 느낌이 나는거 같아요
INTP,흐엉 도와주세요 같은 직장 같은부서 intp을 짝사랑중이예요ㅜ
INTP,인팁 1w9인 사람 있나요?
ENFJ,INTP 거절 방법
ISTP,인팁의 텐션..
ENFP,엔팁분들 궁금해요 알려주세요!!
ESTP,인팁에 대해서 도저히 감잡을 수가 없네요우..
ENFP,인팁이 신날 때
ISFJ,INTP분들 궁금해요 ㅎㅎ
ENTP,ntp들이 기본적으로 인간불신(?)이 있나요?
INFP,돌맹이나 바람이 되고 싶어요
ENTP,엔팁의 장점
ISTP,인팁님들 봐주세요 펑
ENTP,INTP 가끔 말할때 기분나쁠때가 많아요 ㅠ
ENTP,entp장점이 뭐가있을까요
INTJ,인티젠데 인팁 너무 좋아여
ISFJ,엔팁들 왜그래요!!!
ENTP,연애선배릠들 질문있어요
INTP,다른 유형분들은 혹시 상대가 택도없는 소리 하면 어떻게 반응하시나요?
ESTP,인팁분들께 물어볼게 있습니다!!
INTP,인팁남자 INTP분들 ㅜㅜ
ENFJ,"인팁 남자친구 동굴,회피 ( 글펑 )"
ENTP,많은 사람들이 믿는다 해서 그게 꼭 정답은 아닌데
ISTP,인팁님들 봐주세요 펑
ENTP,INTP 가끔 말할때 기분나쁠때가 많아요 ㅠ
ENTP,entp장점이 뭐가있을까요
INTJ,인티젠데 인팁 너무 좋아여
ISFJ,엔팁들 왜그래요!!!
ENTP,연애선배릠들 질문있어요
INTP,다른 유형분들은 혹시 상대가 택도없는 소리 하면 어떻게 반응하시나요?
ESTP,인팁분들께 물어볼게 있습니다!!
INTP,인팁남자 INTP분들 ㅜㅜ
ENFJ,"인팁 남자친구 동굴,회피 ( 글펑 )"
ENTP,많은 사람들이 믿는다 해서 그게 꼭 정답은 아닌데
ENTP,엔팁에 4W3 이신분?
ISTJ,Intp 전남친과 재회가능성 (펑)
ISFP,엔팁 친구가 약속 늦었을 때
ENFP,인팁 썸과 연애 차이
ISTJ,entp 남자한테 연락 한다 안한다
ISTJ,인팁 묵묵히 노력하면 마음을 좀 열어주나요.
ENTP,"엔팁, 인팁분들 애인이랑 제일 자주 싸웠을때"
INTP,인팁끼리 커플이신 분 계세요??
INTP,인팁끼리 커플이신 분 계세요??
ENFJ,인팁분들은 사람에 대해서
INTP,가끔 제가 공감능력이 없는 사이코가 아닌가 진지하게 고민이에요
ENFP,인팁분들 항상 고마워요 좋아요❤️
ENFP,entp 썸 연락 질문
INFP,말 예쁘게 하는 엔팁...
ISFP,인팁 소개팅남 질문이요ㅠㅜㅠ
ENTP,Intp 여자애 연락이 잘 안되는데 이유를 모르겠습니다.
INTP,가식
ENTP,Intp 여자애랑 썸 비슷한 거 타고 있는 거 같은데
INTP,내 mbti와 맞는 쨜 발견
ENTP,ENTP ENFP는 대한민국에서 틀림취급하나요
ENTP,엔팁분들 한 직장에 오래 근무하시나요?
ESFJ,엔팁이 멋있는 건
ENFP,인팁한테 사과했어요
ENTP,내 인생이 답답한 이유 (feat.엔팁)
ENTP,공격적인 일상
ENTP,본인이 엔팁이라는 사람의 이상형
INTP,estj남편이랑 사니까 지루하지가 않아여..
INTP,97년생분들 계세요?
ENTP,ENTP의 가면 : 의미[Ne] vs 재미[Se]
ENTP,엔팁분들 지출 어떠신가요?
ISFJ,오지랖이 심한 인팁 왜 이러는 걸까요?
INFP,엔팁분들 이분 왜 이럴까요.. 어떻게 해야하죠
ENFP,INTP의 연애는 어떤가요 조언필요(장문주의)
ENTP,엠비티아 공식검사 해봤어요
ENFP,인팁 남자친구가 너무 좋아요 안 놓치고 싶어요
ENTP,엔팁중에 스스로에게 엄격하신분있나요..?
ENTP,제가 못된건지는 모르겠는데 눈치껏 알아서 해주길 바라는 사람들한텐 더 해주기 싫어요
ENTP,아침에 재난문자 받으신 엔팁분들의 대처가 궁금합니다.
INTP,인팁 어떻게 보세요
ENTP,심심해서 올리는 ENTP 중간관리자 이야기
ENTP,ENTP는 눈치가 없는 게 아니에요.
ENTP,엔팁분들중에 엔프피로 오해받으시는 분들 많나요???
INFJ,인팁분들은 이성친구에게 (질문)
ENTJ,엔팁 분들께 물어볼 게 있어여
ENFP,인팁남 감동주기 성공
ENTP,엔팁 좋아하는사람에게 하는 행동 저만 이런가요?
ENTP,[강점] 엔팁이들이 자유로운 그날을 위해
INTP,진ㄴ짜 ENFP 애들은 너무 힘들다….
ENTP,엔팁여자입니다
INFP,INTP 남자분이 이렇게 말한다면
ENTP,강제 거울치료
INTP,인팁이 인팁 두번 만나보고 후기.
ENTP,다들 결혼관이 어찌되시나요? 전 굉장히 모순적입니다
ENTP,엔팁분들 장문카톡 받는 거 호? 불호? 어느쪽이신가요
INTP,인팁녀 무물 받아요 😌
ESFJ,제 주변 엔팁
ISTP,엔팁 질문입니다!
ENFP,인팁남에게 편지 /꽃
ENTP,말없이 차단하면 후회스러울까요?
ENTP,ENTP가 본 INTP {내가사랑한모든친구들에게}
INFP,엔팁이랑 풀어가는 방법(?)이란
ENTP,인간관계에 대한 기대가 점점 사라져요
INTP,INTP(인팁) 질문 받습니다
INFP,엔팁 남편의 좋은 점
ENTP,아침 유산소로 에너지 빼고 나서 차분한 저.. 어색해요
ESFJ,엔팁 남사친
ENTP,엔팁 연애 관련 질문 받아용
ISFJ,인팁 친구와 싸우고 손절을 당한거 같습니다.. 다시 잘 풀어볼 방법이 없을까요
ESTJ,엔팁 남자는 왜 이렇게 인기 없나요?ㅋㅋㅋ
ISTP,지인 인팁이 카페를 데려왔어요.
INTP,INTP(인팁) 질문 받습니다
INFP,엔팁 남편의 좋은 점
ENTP,아침 유산소로 에너지 빼고 나서 차분한 저.. 어색해요
ESFJ,엔팁 남사친
ENTP,엔팁 연애 관련 질문 받아용
ISFJ,인팁 친구와 싸우고 손절을 당한거 같습니다.. 다시 잘 풀어볼 방법이 없을까요
ESTJ,엔팁 남자는 왜 이렇게 인기 없나요?ㅋㅋㅋ
ISTP,지인 인팁이 카페를 데려왔어요.
ENFP,나한테만 차가운 인팁 남친
INTP,ENTP 만나기
ENTP,나도 꼼꼼하고 싶어요ㅜㅜ
ENFP,인팁남에게 선톡
INTP,isfj-t 남편과 같이 지내는 intp-a 입니다. 무물 받아요
ENFJ,인팁의 예쁜 말 표현
ENTJ,Entp 신기한 점
ESTP,소개팅 깨졌어요ㅠㅠ
ISFP,인팁과 일주년 주절주절
ENTP,인팁이랑 재회 포기할려구요
ENTP,심심해서 올리는 ENTP 육아 이야기
ENTP,인팁이랑 1주년이라니 ㅁ ㅊ
ISFP,엔팁 이별통보 이건 별뜻 없는걸까요?
