mbti,text
ESTJ,잇엣프제 분들 의미부여 얼만큼 하시나요?
ESFJ,엣프제분들 얼마나 공감하시나요?
ISTP,ISFJ 공략법...
ENFP,잇프제 씀씀이가 적나요? 절약정신 강하나요?
ISFJ,잇프제인데 n성향 강한 잇프제...
ESFJ,엣프제였다가 엣티제이신 분들 있어요?
ENFP,잇프제 분들 바뻐서 썸붕
ESFJ,엣프제는 사람 사귈 때
ESTJ,엣잇프제분들...!! 질문이용 !
ENFP,버리지말라는 잇프제 남
ESTP,잇프제는 정말 후폭풍 안오나요..!
ISFJ,한번씩 급발진하고 나면 자괴감 들어요 휴
ISFJ,저는 인프제 일까요? 잇프제 일까요?(#_S vs N)
ENFP,ISFJ 남친 생일선물!!
ENFP,잇프제남 유죄..
ESFJ,ISFJ+ESFJ 무물
ISFJ,자기 비하가 심해요 ㅠㅠ
INFP,엣프제분들 원래 이러시나요?
ISTP,잇프제 여성분들은 맘에드는 남성이 있으면 어떻게 행동하나요?
ISTJ,iesfj 분들 이거 가사 봐주세요!
INFP,엣프제의 화이트데이 선물 🎁
ESFJ,ESFJ 여성 질문 받습니당
ENFP,잇프제가 먼저 헤어지자고했으면
ENFP,잇프제의 사랑한다는 말
ISFJ,잇프제 분들만 투표!(#_ 잇프제 성격중 해당사항/복수선택)
ESFJ,잇프제분들 호감 있는 사람한테 단답으로 대답하기도 하나요??
ESFP,잇프데 여성분들은
ISFJ,잇프제 분들은 단체활동을 좋아하나요?(잘하는것 ×)
ISFJ,성격 유형 단점 테스트(#_ISFJ)
ISFJ,일부 소심한 성향 잇프제가 일부러 낯가리는게 아니라...
ESFP,잇프제 여성분들! 혹스 호감 있는 이성에게
ESFP,잇프제 여성분들
ENFJ,잇프제랑 친해지는 법 알려주세요!
ISFJ,잇프제와 인프제랑 대화를 한다면?
ISFJ,저처럼 약심장+소심이인 계신가요?(특정 상황에 처하면 심장이 갑자기 빨리 뛰는 사람)
ESTJ,엣프제님들 전연인이랑 친구 가능한지 궁급합니다
ISTJ,Esfj 와의 썸 붕
ESFJ,잇프제 여자분들 질문 좀 받아주세요..!
ISFJ,잇프젠데 가끔 인프제도 나오는 분도 계시나요?
INFP,엣프제는 정말...
ESFJ,엣프제 남 무물!!
ISTJ,잇푸제랑 엣푸제 뭐가 달라요?
ESFJ,잇프제분들 결혼 이야기
INFP,엣프제 웃겨 진짜..
ISFJ,isfj여자 enfp남자
ISTJ,iesfj 분들!!
ISFJ,잇프제의 연애고민..?푸념글
ESFP,이 잇프제(남자) 무슨생각 인가요?
ISTP,ESFJ 직장인님 중에 짠테크 해보신분 계신가요?
ENTP,Esfj남 공략법 알려주세요!
ISFJ,잇프제 남자가 보는 잇프제 여자(#_ 남녀 다른 잇프제(?))
ISFP,너무 엄격한 집안.. 이것도 제가 받아들여야 하는 문제일까요?
ISTJ,iesfj 분들한테 질문이여!
ISFJ,서비스직 하시는 잇프제 있으세요?
ISTP,잇프제 남친 멀티 프로필
ISFJ,잇프제신 분들 애니어그램 몇 번 유형인가요?
ESTP,잇프제 남친
ENFP,잇프제 남친의 불안함
INFP,엣프제
ESFJ,마치 본인이 생각한대로 된거마냥 말하는 사람
INFP,엣프제와 서울->강원도 여행
ISFJ,isfj와 잘맞는 연인상대
ENTJ,갑자기 예전 기억이 나서 질문 드려요.... ESFJ 여성분들께 질문.
ESFJ,엣프제님 동지 여러분 궁금합니당
ESFP,와 잇프제...
ISFJ,저희 엄마 mbti랑 제 mbti...진짜 n이랑 s 차이네요.(#_자식은 부모 닮는다?!)
ISFJ,여러분 주변에 잇프제 남자들 많은편인가요?
INFJ,ESFJ에게 착하다 라는 의미가 뭘까요?
ENFJ,lSFJ분들!! 상대방 짝사랑 거절했을때?
ISFJ,잇프제가 보는 엣프제!
INFJ,엣프제 여성분들 있나요?
ISFJ,ESFJ 잘삐지시나요??
ESFP,ISFJ남자와 헤어져야 할까요?
ISFJ,제 성격이 mbti 상으로 따지면 예민한 편인가요?
ESFP,esfj분들!!
ENFJ,ISFJ 질문 완전궁금..
ISFJ,잇프제 특: mbti 통계상으론 많이 잡히는데 주변에 은근 없음
ISFJ,여러분은 잇프제가 이해 안가는 순간은 어떤 순간 인가요?
INFP,엣프제와 인프피 사랑꾼 대결
ISTJ,엣프제가 좋아하고 싫어하는 유형 알려주세요!!!!
ENFJ,isfj의 서운하다는 표현에
ESFJ,Isfj 수능 준비
ESFP,잇프제 분들
