mbti,text
ISFJ,엠비티아이 검사 새로 나왔나봐요?
ISFP,ESFJ - 밝은 애인이 힘들다고 얘기하면 어떤가요?
ISFJ,J에서 점점 p가 되는거 같아요..
ENTP,Isfj 남자한테 차단당했는데 이거 무슨 뜻인가요?ㅠ
INFJ,관심있는 isfj연하남과 밥을 먹어보고 싶은데요
ENTP,잇프제 남자는 보통 여자친구가 자기관리 잘했으면 좋겠나요?!?
INTP,잇프제 남자 심리가 뭘까요??
ISFJ,잇프제인 제가 '말이 거친 사람'을 싫어하는 이유(3가지)
INFJ,엣프제 남자 어렵네요...
ISFJ,엔티제랑 잇프제 사이 어떤가요??
ISFP,잇프제 남자분들께 다시질문드립니당..
ISTJ,ESFJ 여자랑 연락중인데 그만두는게 맞을까요?
ENFJ,ISFJ는 궁금한건 못참나욬ㅋㅋㅋㅋㅋㅋㅋ?
ISFJ,잇프제 여자 무물 받아요!
ISFP,잇프제 남자분들 연애할때
ENFP,"엣프제한테 고백받았어요 오늘,,"
ISFJ,고민이요
ISFJ,잇프제 신입때 어땠나요?
INFP,ESFJ 분들께 질문 있습니다! (+ENFJ)
INFJ,엣프제남도 철벽칠때있다는데...
ESFJ,3번해도 연애컬러북테스트 레드나온 ESFJ에게 물어보세용
ISFJ,잇프제 답변 해드려요
ENTP,14년 동안 붙어있는 엔팁이 보는 잇프제
ISFJ,제가 생각하는 잇프제의 플러팅(남자 기준/호감 기준)
ISTP,내용 뽕
ISFJ,I×FJ가 말하는 I×FJ 남자 꼬시는 법(엠헬보니 딱 이 3개가 관건 인것 같네요.)
ISFJ,거리둘만 하다 vs 그래도 거리두는 건 좀...
INFP,엣프제는 재회
ISFJ,잇프제 분들은 잇프제 다음으로 뭐가 제일 많이나와요?
ENTJ,인프제?잇프제남 스토리 좋아요
ISFJ,여러분이 생각하는 잇프제 남자가 쉽지 않은 이유는?
ESFP,엣프제 미쳐써여
INFJ,isfj 바람
ISFJ,ISFJ 두번째 무물 받습니다!
ISFJ,심심한 월요일 ISFJ 무물보!!
ENFJ,잇프제 남자 호감일까요?
ISFJ,잇프피 남자랑 일년넘게 썸만 타다 드디어 사귀기로 했어요 성공기념 무물 할게요
ENFJ,잇프제 호감시그널??
ISFJ,isfj 혹은 isfp 남자는 빈말 잘 안하나요?
ISTJ,잇프제랑 잘 맞으시는 분들은 mbti가 어떻게 되시나요?
INFJ,ESFJ 엣프제들에게 질문합니다
ISFJ,ISFJ 무물합니당!!!
ISFJ,Esfj 남자 이별방법? 잠수이별하나요
ISTJ,ISFJ 이별과 재회
ISFJ,엣프제 여자 특징(건강 엣프제 기준)
ISFJ,가장 좋아하는 단어나 인상깊은 단어 있으신가요?
ISFJ,잇프제 무물받습니다~
INFP,여기서 그만해야겠죠?
ENTP,잇프제 여성분들 도와주세요
INFP,엣프제 남자분들 질문이요
ISFJ,북한 2박 3일 무료 여행권이 주어진다면 간다 만다
ISFJ,전 제가 나름 n이 되고있다고 생각했는데 멀었군요
ISFJ,잇푸제분들 선톡 잘 하시나요?
INFP,잇프제남 떠보는 건가요? 왜 이러죠?
INFP,엣프제 전남친과 연락 그만해야할까
ISFP,엣프제여친 위기...혹은 끝..?
ENTP,ENTP남이 ISFJ여자 소개받아요
ENTJ,ISFJ가 귀엽다 표현 많이 하고 반말 편하게 하는거 어떤 의미일까요?
ISFJ,잇프제분들은 isfp에 가까운거 같나요 istj에 가까운거 같나요?
ISFP,ISFJ & ESFJ 의 연애스타일? 과연
ISFP,esfj 소개팅남.. 넘 어렵네요😭
ISFJ,무표정+무감정들에 지쳐요
ISFP,"ISFP, ISFJ 특징 다 해당되는 분들 계신가요?"
INFJ,친누나같다는 연하남..엣프제
ISFJ,ISFJ 무엇이든 물어보세요!
ISTP,잇프제분들의 생각이 궁금합니다 !
INTJ,"잇프제, 썸 바디 헬프 미!"
ESTJ,ISFJ 남자...
INTP,ESFJ남 INTP여 연애.. 대화가 끊기는 느낌
ISTJ,잇프제 남
ISFP,잇프제 예의
ENTP,ISFJ 왜이렇게 칼같나요?
INFJ,알고지내는 엣프제 30대남자
ISFP,잇프제남자분들.. 스킨쉽은 어떻게 나가야하나요
ISTP,원래 선톡 잘 안하나요?
ISTJ,Isfj 남자분들!!
ENFJ,ISFJ는 속이 시끄럽네요
ISFJ,애니어그램 2w1 흔한 조합일까요?
ISFP,잇프제 여 는 소개팅 후 마음에 들면
ISFP,엣프제분들
INFJ,ISFJ와의 연락 어떻게 끊는 게 좋을까요
INFJ,잇프제는 누군가가 편해지면
ISFP,잇프제 여자 이상형 알려주세요
ISFJ,IS라서 그런지
ISFP,잇프제 안부 선물
ISTP,esfj 연인 질투
ENFP,잇프제는 어디서 만나야 할까요...?
ISFJ,엣프제님들 가르쳐주세요
ENFP,"멘붕이네요 썸남?이생겼는데 제지인이랑 두명이나 사귀었던,,,"
ENTP,esfj 중에 성숙한 사람이 드문가요?
ENFJ,잇프제 남자 카톡 연락
ESFJ,혹시 J성향 강한 엣프제 잇으신가요?
ENTP,ESFJ N분들 많이 안맞으시죠.? 특히 NP
ISFP,펑
ISTP,esfj 엣프제 분들 연애초반 질문이용
INFJ,엣프제 연하남 .. 저에게 호감있는듯 하더니
ISFJ,잇프제 여입니다..궁금한거 물어봐주세요
ISFJ,esfj(f반 t반)의 연락을 읽씹했을때
ISFP,엣프제분들..급합니다..힘들어요ㅠㅠ(펑예)
ENFP,"이거, 잇프제랑 조금 친해진거 맞나요??"
INTJ,Isfj 남자분들
ENTP,ESFJ는 학업(전문직 시험)과 연애를 병행할 수 있나요?
ENFJ,"잇프제 남친과 연애 3개월차, 조용히 지쳐가요. (장문 주의)"
ISFP,잇프제에게 편지를 써준다면 어떤 내용이 좋을까요?
ESFJ,ㅎㅎ...오늘 이별했네요 위로좀 해주세요^^(장문 주의)
ENTJ,오랜만에왔네요ㅎㅎ 엔티제 잇프제 커플 무물받아요😊
INFJ,엣프제 33살남자에 대해서
INFJ,엣티제 여자와 어제 헤어졌습니다.
ENTP,재회는 아닌데 전썸 못잊는 isfj친구 (썰있음)
ISFP,isfj 바람?
ISFJ,드디어 애니어그램을 했다..
ENTJ,엣프제 남자분들 고백
ENTP,ISFJ 싸우고 나서 괜찮아지는 시간 (장문주의)
INFJ,남자분들 여사친 손 향기 맡는 거
ISFJ,(링크) S N 테스트 해봤는데
ISFP,잇프제 선톡 오는거
ISFP,제가 잇프제 인데요
INFP,잇프제 고백
ESFJ,ISFJ/ESFJ 의 환상의 궁합은 누구였나요?
ISFJ,남/엣프제였다가 잇프제로 정착했습니다 질문 다 받아요
ENTP,엣프제 남자분들께 질문있어요
ESTJ,ISFJ 여성분들 썸붕 회복 안될까요?
ENFP,인프제가 원래 이렇게 플러팅 잘하나요?
ISFJ,ISFJ ISFP 여자분들 질문있습니당~
INFJ,Isfj 남친 해외 장거리 연락 문제
INFP,이런 상황 잇프제 친구가 기분 나빠할까요?
ISFJ,전 또 너어무 착한 사람이랑은 안맞는거 같아요
ENFP,바람끼 있는 esfj
ISFJ,극 S인 저의 특징.
INFP,엣프제 선톡
INTJ,ISFJ 여자 질문
ESFJ,엣프/티제 무물받습니당
ISFP,엣프제 진짜 너무 사랑스럽네요
ISFJ,연애하며 감정기복 조절하기
INFJ,ISFJ분들 어떤 고백이 좋으신가요
INTJ,ISFJ 여성 질문
ISTP,esfj분들 질문이요!!!
ESTJ,ISFJ여성분들 궁금합니다.
ISFJ,찐 ISFJ 심심해서 무물받아요
INTJ,ISFJ 여성분의 심리에 대해 알고 싶어요
ISFP,남자 엣프제는 많이 없나요?
ISFJ,잇프제 분들 E로 오해 받으시나요..?
ESTJ,ISFJ여성분들 궁금합니다.
INFP,Esfj 첫눈에 반하기도 하나요?
INTP,인팁의 엣프제친구들 관찰
ISTP,Esfj 남자와의 연애
ISTP,esfj 분들 질문이용
ESTP,200일 정도 만난 잇프제 남친이 헤어짐을 생각중인것 같아요. 방법 없을까요ㅠㅠ조언 뷰탁드려요
ENTP,잇프제 전남친의 선톡은 정말 안부가 궁금해서 인가요?
ISFJ,썸타다 깨졌는데 계속 얼굴봐야 할 경우 어떻게 해야되요?
ISFJ,선인장. 에피톤프로젝트
ISFP,자꾸 손잡는 잇프제 심리가 뭘까요
ESFP,헤어진 잇프제 전남친에게 연락
INFJ,며칠전 1000일 지난 잇프제 와의 인연은....
ISFJ,사업하시는 잇프제분들 계신가용?
ISTP,엣프제 남성분들.. 이별 후 정말 재회 가능성 없을까요?
ISFJ,isfj 내가 좋아하는사람
INFJ,며칠전 1000일 지난 잇프제 와의 인연은....
ISFJ,사업하시는 잇프제분들 계신가용?
ISTP,엣프제 남성분들.. 이별 후 정말 재회 가능성 없을까요?
ISFJ,isfj 내가 좋아하는사람
ESFP,isfj 동성친구...잘 모르겠어요
INFP,잇프제 남친(isfj)
ENFJ,남자 잇프제분들 이상형 궁금해요.
INFP,ISFJ랑 친해지고 싶은데 어렵네요!
ISTJ,ISFJ 회피성향
ISFJ,"ISFJ 여자 , 저 ISFJ or ISTJ남입니다."
ESFJ,Isfj 호의
ENFP,잇프제 남자
ESTJ,ISFJ 여성분들 궁금합니다.
ISFJ,isfj여자 질문
ISFJ,ISFJ분들 취미가 궁금해요
ESFJ,esfj 남자 무몰 받아 봅니당~~
ENFJ,ESFJ 엣프제 분들 질문드려요!
ISFP,Isfj분들 봐주세요
ISFP,썸남 생일
ISTJ,초면에 말 놓는 어린 지인
ENFJ,ISFJ 결혼문제 헤어지고 심리ㅠㅠ
INTP,제가 아빠 맘에 상처를 주는 말을 한 걸까요ㅠ???
ISTJ,엣프제 남자 인스타
ESFJ,esfj에서 isfj로 바꼈어요
ESTJ,ISFJ 여성분들 너무 궁금해요.
ISFJ,잇프제 여성분들!
ISTJ,엣프제남자는
ISFJ,Isfj-t
INTJ,ㅍㅇ)잇프제 회피형 남자 왜이래요..?
ENTJ,"펑) 엣프제 ESFJ 남 꼬셔버리고싶어요,,, 모임에서 어떤 플러팅을 날려볼까요?"
ISFJ,Isfj 카톡 답장 느림
ISFP,엣프제
INTJ,누가봐도 SF인데 ST라고 페르소나 쓰는사람~
ISTP,isfj가 자기 이야기하면 바운더리 들어간 건가요?
ENFP,mbti가 enfp ~> isfj로 바꼈어요!
INTP,Esfj 엣프제 마음 없는데 연애할 수 있나요
ISFJ,잇프제분들 인티제랑 잘맞나요?
ENTP,엣프제 애정폭주기관차..?
ENFP,"잇프제 분들 질문,,,"
INTJ,잇프제는 일정공유 잘 안해주나요??
ISFJ,직장 내 소외감.. 어떻게 극복할까요
ESFP,Isfj 님들께 질문 ㅠㅠㅠ
ISFJ,어제 글썼는데..남친isfj 끝난건가요..
ENFP,잇프제 남자친구 장단점 !!
ISFJ,isfj남친..이상한데..제가 예민한가요?
ENFJ,잇프제 부정적인 생각
ENFJ,잇프제 다른이성과 연락
ESTP,Esfj 엣프제 남친이 변해가는걸 볼때면 마음이 너무 아파요
ISFJ,잇프제 플러팅인지 밀당인지
ISFJ,여러분이 생각하는 잇프제와 어울리는 동물은 뭔가요?
ENTJ,isfj 여자 분들 궁금해요
ISTJ,ISFJ 여성분들 어떻게 다가가야 할까여 ..
ISFJ,ISFJ 분들께 여쭤보아요
ESFJ,불건전한 ESFJ는 손절이다
ISFJ,정말 사랑했던 사람과 이별
INTP,다시 연락해도 될까요?
ISTP,고정관념 바꾸기
INTP,잇프제분들은 사겼는데 마음이 커지지 않으면 바로 이별 통보하는 편인가요??
ENFP,잇프제 원래 감정이 늦게 생기나요?
ISFJ,잇프제남은 연애 후 적극적으로 변하나요?
ISFJ,펑!
ENFJ,엣프제 남친이랑 인스타때매 싸웠는데 예전같지 않아요
ENTP,잇프제 재회 잇프제 분들 도와주세요........
ESTJ,ISFJ 여자 심리
ESFJ,엣프제 무물이요~
ISFJ,호감 있는데 선톡 안 하는 이유ㅠ
ESTJ,직장 후배(ISFJ)랑 연락을 하는데 호의인지 썸인지 어렵네요?
ISTP,잇프제 엄마 밖으로 꺼내기
ISFJ,잇프제랑 잇프제 썸 타요 드뎌ㅠㅠ
ISFJ,식곤증 온 잇프제 무물 받아용
ENTP,esfj 남친에게 해주면 제일 감동할만한 말
ENTP,잇프제 재회 잇프제 분들 도와주세요........
ESTJ,ISFJ 여자 심리
ESFJ,엣프제 무물이요~
ISFJ,호감 있는데 선톡 안 하는 이유ㅠ
ESTJ,직장 후배(ISFJ)랑 연락을 하는데 호의인지 썸인지 어렵네요?
ISTP,잇프제 엄마 밖으로 꺼내기
ISFJ,잇프제랑 잇프제 썸 타요 드뎌ㅠㅠ
ISFJ,식곤증 온 잇프제 무물 받아용
ENTP,esfj 남친에게 해주면 제일 감동할만한 말
ISFJ,"['흠...enfp는 처음 받아보는데 저만 이거 이상한가요?', '다른 분들 중에 해보신 분 계실까요?', '제가 사람은 싫어하는데 사람들이랑 두루두루 잘 어울릴 순 있어서 그렇게 체크했는데 그러다보니 e가 나와버렸네요']"
ISFP,"['자기계발 공부하며 이런저런 생각으로 우울한 감정이 막 올라오는데', '가장 친한 친구들도 취준생으로 힘들어하는 시기라 말도 못하고 .. 남자친구랑 사귄지는 2주밖에 안됐고 ..', '', '힘들다고 말하몬 엣프제 남친이 좀 부담스러워할까요?', '']"
ISFJ,"['솔직히 원래는 놀때도 일할때도 j였는데 점점 p가 되는거 같아요', '', '', '일단 방도 예전엔 진짜 깨끗하고 정리가 잘 되어있었는데 요즘은 귀찮아서 주말에 몰아서 치워요', '', '그리고 약속시간 10분 전엔 나와있었는데 요즘은 딱 맞춰 가거나 5분정도 늦을 때도 많고요 ㅋㅋㅋ', '', '그리고 그냥 모든게 귀찮아진 느낌이예요', '강아지 키우는 것고 귀찮고..(귀엽긴 하지만)', '식물 물 주는 것도 귀찮고', '옷 정리 하는 것도 귀찮아요!ㅠㅠ', '', '물론 날 잡고 한번에 하는건 정말 좋아하는데', '바로바로 치우는게 안 되는거 같아요', '글고 옛날엔 행동도 빠릿했는데 요즘은 느릿하고 우유부단하고요ㅠㅠ', '', '그치만 아직도 j같은 이유는 일단 규칙을 깨는 사람을 정말 싫어하고, 여행 갈 땐 무조건 계획이 있어야 하더라고요', '', '그치만 저런 경우는 좀 특별한 경우고 일상생활보면 완전 p같네요 😂', '']"
ENTP,"['isfj 남자랑 썸타고 있었어요 저랑 엠비티아이', '정반대지만 장난도 치고 잘 맞더라구요', '그러다가 카톡으로 말다툼? 이 있었어요', '싸운정도는 아니구요', '서로 입장이 좀 다른 주장이였어서요', 'isfj랑 마지막 카톡이 isfj가 저한테', '자긴 지금 심각한 이유를 잘 모르겠어 하면서', '카톡이 왔는데 지금 바로 답장하면', '너무 직설적으로 제가 얘기할까봐 읽고 생각해보고', '낼 점심쯤 연락해야겠다 하고 읽씹 후 잤는데', '일어나보니까 프로필 비공개로 차단 당해있네요..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '그 날만 해도 좋다 뭐다 이런사람인데 ㅠ', '', 'isfj가 프로필 비공개 차단까지 하는 이유는 뭘까요 ㅠ?', '좀 심란하네요 ..ㅋㅋㅋㅋ갑자기? 느낌이라서 ㅠ', '', '']"
INFJ,"['같이 논의해봐야하는 공적인 일을 핑계로 같이 밥먹자고', '이번주중에 시간 되는지 물어봤었어요', '그랬더니', '너무나도 가고싶은데 매일 일이 있다고 요일별 스케줄을 쫙 이야기해주면서 저 퇴사할까요..?ㅠㅠ 이렇게 답이 왔어요 ㅋㅋ', '저희가 토요일에 모이는 모임이 있어서 그럼 걍 토요일 모임에서 이야기하자고 하니까', '좋긴 한데 그때 이야기할 시간이 있을지 모르겠다고 답이 왔습니다', '여기까지 이야기하고 밤이 넘 늦었길래 일단 자고 천천히 이야기하자고 제가 말하고 대화를 끊었어요~', '', '이 상황에서 제가 담주에 밥 먹을 날을 잡아보는 연락을 하는건 좀 에바일까요? 넘 들이대 부담을 주는건가 싶어서 망설여지네요..!']"
ENTP,"['살좀 찌면 그래두 운동도 하면서 관리했으면 좋겠구', '그런편인가요?!?']"
INTP,"['둘 다 30대 초반,', '', '제 직업이 안정적이지 않아서', '주위사람들, 부모님이 남자친구한테 뭐라고 했었대요', '', '얼마전에 술 먹고 전화와서 이제는 그 말들이 신경이', '쓰인다라고 하길래 제가 다시 공부를 시작하겠다고 했어요', '', '남친도 생각이 많아보였지만 알겠다고 미안하다면서', '도와주겠다고 했는데', '', '어제 또 술 먹고 안정적이지 않은 부분들을', '이야기 하더라구요', '', '전화 끊고 카카오톡 프로필사진도 다 내렸길래', '생각 정리가 다 끝난거냐고 저랑 안 만날 생각이냐고', '물어봤더니 그런건 아니래요 할 수 있다고 노력해보자길래 제가 남자친구한테 “오빠만 안흔들리면 된다 나는 할 수 있어”라고 했더니 남친도 “할수있다“ ”근데 내가 왜 좋아?“라고 물어보더니', '내일 만나서 이야기하자길래 오늘 만나서 이야기 했는데', '', '저 문제들에 대해선 말을 안 하고', '커플신발사자, 주말에 단풍보러갈까?(원래 주말에 만나기로 했었어요) 라고 하던데', '', '커플신발도 저번부터 하기로 했었는데', '커피먹는데 남친이 갑자기 “신발 사야돼~”이러길래', '제가 “무슨 신발?” 이랬더니', '“우리 커플신발 사기로 했잖아!” 이러면서 신발을 알아보더라구요..', '', '도대체 무슨 생각인걸까요....', '']"
