mbti,text
INTP,게을러지고 미루는 습관 어떻게 다잡고 계신지요..?
ENTJ,인팁들은 연락할 때
ENTJ,인팁 남친 잠수이별 맞는거같네요
ESFJ,인풋->아웃풋
ENTP,엔팁으로 산다는 것
ENTP,사랑스러운 엔팁/인팁 여러분 모이세요!
ENTP,엔팁과의 관계 시작
INTP,"XNTP분들 용감하다, 추진력있다는 소리 자주 들으시나요?"
INTP,INTP 궁물 받슴미더
ISTP,INTP 핀란드 비정상회담 출신 레오티비 보신분?
ENTP,"엔팁분들은 ""내사람""의 기준이 어떻게 되시나요?"
INFJ,인팁이랑 친해지는 법! (좀 길 수도 있습니다)
ENFJ,인팁 분들 썸 탈 때 (호감일 때)
INFJ,엔팁여자를 좋아하게 된 인프제 남자의 고민..(긴글주의)
INFJ,인팁 답장 의미 궁금합니다
INTP,인팁 특징
ESTP,인팁 여자분들께 질문드립니다.... 소개팅
ENTJ,인팁 남자친구 갑자기 잠수...
ISFJ,엔팁 여자가 보는 잇프제 남자 이미지는 어떤가요?
ENTP,"점심 메뉴 골라주세요,,,"
INFJ,엔팁은 썸녀가 어디 놀러가서 사진 계속 투척하면 어때요?
INTP,tj랑 썸타는데
ISTP,엔팁 상처 잘 받나요?
ISFP,인팁은 우울증에 얼마나 공감하나요?
ESTJ,엔팁남자분들 결혼할래라는 말 어때요?
ENTJ,인팁 연락ㅜㅜ
ISTJ,다 맞춰가면서까지 관계를 이어가야 할 필요가 있을까 싶다는 인팁의 말
INTP,인팁 여자들에게 결혼식은 엄청 여러모로 힘들겠다요.
INFJ,인팁은 왜?
INTP,저녁 7시부터 지금까지 딥슬립
ENTP,엔팁의 장점
ISFP,인팁 썸탈때
ENTP,사람은 너무좋은데 외모가 마음에 안드는경우 있나요?
INTP,인팁분들 컬러북 뭐 나오세요?
ISTP,인팁 와보세요 질문
ENTP,저도 앤팁이지만 엔팁 남자 매력 있어요 ㅋㅋ
ISTP,인팁 분들은 헌신하는 연인에 대해 어떻게 생각하세요?
ENFP,엔팁들은 누굴 좋아하는것 같으면
ENFP,헷갈리는 엔팁남..ㅜ^ㅜ
ENTP,ENTP와 만약에... 가정법의 의미
ENTP,엔팁에게 잘맞는 공부법이 있을까요?
INTP,뇌빼고 하는 농담이나 헛소리에 잘 웃어주는 유형
INTP,intp와 안 맞는 mbti는 뭐라고 생각하시나여?!
ENTP,하entp진짜...
INTP,인팁 전남친과 재회한 글
ENTP,엔팁 여자 무물합니당
INTP,갖고픈걸 사는건 원하는걸 하는게 아닌걸까요?
ENFJ,인팁 분들 (+infp)
ENTP,intp 여자분은 어떤 고백좋아하세요?
ENFP,엔팁 질투 원래 심한가요?
ESTJ,헐 엔팁 남자친구의 신기한 모습...
INTP,건강하고 쿨한 infp와 entp
ESTJ,entp 남자는 애정표현 싫어하나요?
ISFJ,원래 엔팁 여자들은 남자 볼때도 자기주관이 뚜렷하나여...?
ENTP,엔팁분들이 선호하시는 약속 잡는 시간대
