mbti,text
ENFP,esfp 페르소나
INFP,이 심리 뭔가요..?;
ENFJ,잇프피 연애상담해주세요
ISFP,잇프피가 바라보는 잇팁
INFP,Isfp분들 좋아하는사람이 너무 자주 아프면 어때요..?
INFP,ISFP 분들... 연락 관련 질문드려요
ISFP,isfp 스트레스
ENFP,잇프피는 계산적인거같아요
ISFJ,잇프피의 질투는 왜이리 귀엽죠ㅋ.ㅋ
ISFP,"잇프피 분들 중 테크, IT 쪽 있으신가요"
INFJ,잇프피의 즉흥적임X섬세함X우유부단함 ㅋㅋ
ESFJ,엣프피 전남친이 제 인스타 좋아요 눌렀는데요 무슨 생각일까요?
ESTJ,ESFP 남자분들 질문있어요!
ISFJ,"연락으로 사랑을 확인했었지만, 지금은 아니예요🫣"
ENFJ,같은 esfp 인데 이렇게 다를수있나요?
INFP,상대가 의도한거일까요?
ISFJ,남자 엣프피는 진짜 본 적이 없네요...
INTJ,isfp분들 . 부지런한 이성친구 어때요?
INFP,잇프피 남자 좋아하는거 너무 힘들어요
ISFJ,"무뚝뚝 하고, 표현 없는 잇프피, 가끔씩 찔끔 표현해요"
ISFJ,"잇프피분들, 영상통화 자주 하세요?🫠"
ISFJ,"잇프피 분들, 주말엔 더 잠이 많으신가요?"
ENFP,저한테 30년 되어가는 잇프피 친구가 있는데…ㅠㅡㅠ
INFP,이재용 회장 isfp
INTJ,잇프피 관심표현
ISFJ,잇프제가 보는 엣프피
ISFP,인스타 태그
ISFP,관심이 좋은듯 싫은듯 좋은거같은 ISFP
ESFP,회피형 여쭤봐요(펑)
ESTJ,"엣프피분들은 남사친, 여사친과 단둘이 술 가능해요?"
ISFP,요즘 엠비티아이니 에니어그램이니 아무튼 돌아가는 상황보며 느끼는 점
INTJ,isfp 남자친구. 자꾸 제가 원하는대로 맞츄ㅓ주려고 하는데
ESTJ,ESFP 누나에게 호감
ISTP,잇팁x잇프피 카톡 텀
ISTJ,펑예정) 이제 미련 털어야겠죠
ISFP,잇프피 무물 받아요!
ENFP,잇프피남과 진전을 위한 질투작전.. 도움이 될까요..?
ESFP,심심한 엣프피 질문 받아용
