mbti,text
INTJ,Intj 무몰 받아여
ISFJ,엔티제분들 호감있는 사람한테 어떻게 행동하시나요??
ENFP,인티제가 즉흥적으로 약속을 먼저 잡기도 하나요??
INTJ,미라클모닝 하시는분들 여행가서 어떻게 하세요?
INTJ,저는 E일까요 I일까요??
INTJ,저는 ..t 성향이 높은 편인데
INTJ,요즘 좀 긍정적으로 바뀐듯??
INTJ,"지능의 문제인지, 시험공부라는게 따로있을까요..?"
ISFJ,엔티제들은 아플때 챙겨주는거 부담스러워하나용?
ENFJ,엔티제 남자 재회
ISFP,엔티제 분들 궁금합니다
ISTJ,인티제의 출력값
ISTP,intj 상황이별 제발 부탁드려요
ENFJ,인티제 썸남 대화주제
ISTP,연하 엔티제남한테 애기라 부르면
INTJ,공부하기 시러서 하는 인티제 무물(예민할 수 있는 질문 괜찮아요)
ENFJ,엔티제 연애가 길어질수록 연락빈도수(펑예정)
ISFP,인티제 인스타그램 스토리 답장 자주하나요?
ISTJ,11살 차이
INTJ,30살까지 얼마 모으고 싶으세요??
INTJ,그 언니는 처음부터 절 싫어했던 것 같아요
ISFJ,자랑글 주의
ISFP,Entj님들 선톡 골라주세여..
INFP,제 인티제를 만나고 왔어요.
INTJ,이럴 땐 뭐라 답하죠?
ESFJ,엔티제 님들 싸우고 연락안하는 심리는 자존심인가요 / 헤어짐인가요.?
INFP,인티제 인간적인 호감vs이성적인 호감
INFJ,남자친구 엔티제를 생각하면 제가 너무 작아져요
ENTP,ENTJ..진짜 좋다가도 말하는게 너무 날서요..
INTJ,인티제 무몰
INTJ,사주로 mbti 뽑아보면 얼추 맞나요?
ENTJ,잘 모르는 사람이 대뜸 호감표시하면 어떠세요?
ESFJ,인-엔티제 남자친구 위로?
ENFP,인티제 친구의 이런 면이 참 좋다
INTJ,인티제와 결혼 후기
ENFJ,인티제 포기해야 할까요..
ENTP,Entj만 3번 만나본 사람이 생각하는 entj 남자 연애 특징
ENTJ,인티제 포기가 맞을까요 🥺.. (조금 긴 글)
INTJ,시험에 드는 마음
ESFP,내용펑:)
INFP,엔티제 전남친한테 연락이 왔는데 궁금해요ㅠ
INFP,엔티제 남친 선물 도움이 피료합니다😭😭😭
ISTJ,인티제는 밀어내기도 하나요?
ISFP,설마 엔티제는 자존감이 높아 질투심이 없을수도 있을까요? ㅋㅋ
ESTP,intj 남자분들은 누구를 좋아하는 마음을 언제 깨달으세요?
ISFJ,인티제 여자
ESTP,인티제 분들은 관심있는 상대가 갑자기 이러면
INTJ,스트레스 받을때
INFJ,nfj가 ntj에게 만약에를 묻다
INTJ,조심스럽게 이야기하는 학벌에 대해
ISTJ,INTJ남 정적
ESTP,엔티제 사귀기 전/후
ENTJ,잇프제랑 연애중인데 궁금하신거 물어보세요ㅎㅎ
