mbti,text
ISFJ,잇프제 연인으로 어떤것같나요?!
ISFP,회피형 잇티제 ...
ENFJ,남자 잇티제분들 여사친 변화에 대한 질문이용
ENFJ,잇티제에게 호감사는법
ESTJ,잇티제한테 어떻게 얘기해야할까요?
ENFJ,잇티제한테 디엠으로 자러 간다고 하고 사라졌는데 읽씹했어요 ..
ISFJ,도와주세요🥹)잇티제 썸남과 가능성
ESTJ,잇티제 호감?호의
INFJ,엣티제 질투
ISTP,펑
ENFP,Istj 답장텀
INFJ,잇티제 남친 맘을 모르겠어요
INFP,잇티제분들 이거 서운하겠죠??ㅠㅠ
ISFJ,istj 이성 관계에 있어서 선 긋는 거 잘 못하나요?
ESTP,엣티제 여성분들 노래들으실때
ISFJ,잇티제 썸남과의 데이트코스 추천부탁드려요!!(매우간절🥹)
ESFP,펑
ENFJ,노래해석 의견 알려주세용..!
ISFJ,istj와 estj 차이점..(펑합니다)
INTP,엣티제 남자 연락
ISTJ,진국 istj분들은 다르네요
ENFP,ISTJ는 대화에 대해서 어떻게 생각하시나요?
ESFJ,estj엣티제 여자분들 밀당 싫어한다 들었는데요
INTP,엣티제 아플때 뭐 해주면 좋아할까요?
ISTP,"엣티제 남자 어케 꼬시죠,,, 도움요청합니다,,,"
ISFP,잇티제분들 유죄인간...
ISTP,Estj 전 남친 연락 후기
INFP,문득 ESTJ한테 고맙네요
ENTP,엣티제 이정도면 호감일까요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
ISFJ,엣티제 분들은 본인 속 얘기 잘 안하시는 편인가요?
ENTJ,ISTJ 남자랑 연애 하는데 사랑받는 느낌 최고예요ㅠ.. 기대 없어서 더 그런가요?
ISTJ,잇티제 질문 받아요
INFP,estj분들 하기 싫은 일 있어도 그냥 참고 하시는 편인가요?
ISTP,가끔 내가 e일지도 모른다는 생각을 한다
ESTP,ESTJ 특징 모음
ESTJ,mbti별 반응 궁금해요!!
INFJ,엣티제의 사랑방식
ISTJ,심심한 잇티제 질문받아요
INTJ,STJ에게 편견이 있는데..
ISTP,헤어진 ESTJ 자꾸 신경 쓰여요
ENTP,(남자친구가 보고 싶어져서 쓰는) 연애할때 의외의 잇티제 특징 .. !
ISFJ,ISFJ인데 I(E)STJ가 되고 싶어요
ISTP,ㅍ
ISTP,infp 남자 만나는 istj 여자 무물보
ISFP,ESTJ에게 연락해봐도 될까요?
ISFP,이게 T의 애정표현인가요?
ISTJ,노잼봇 잇티제를 이성으로 보시는분들이 계신가요?
ISFJ,심심해서 적어본 ESTJ 고찰 (ISFJ가 말하는)
ISTP,ISTJ 팀장님 생일 선물 고민
ISTP,Istj 하면 생각나는 동물이 뭘까요
ESFJ,엣티제 여성분들에게 관심도 질문
INTJ,ISTJ의 플러팅이 궁금합니다
ISFP,답답이 잇티제남 어떻게 하죠? ㅠ(펑)
ISFJ,잇티제인데 잦은 재회하신분 있나요?
ISFJ,잇티제가 서운해 할 때 or 속상해 할 때 어떻게 해야할까요 ?
ESFJ,ESTJ 분들 종교 있으신가요?
ISFJ,잇티제 여러분 고민상담..
ENFJ,ISTJ 분석글
ESFP,잇티제분들
INFJ,Estj는
ENFJ,잇티제ISTJ 남자분들 어떨때 결혼생각이 드세요?
ESFJ,MBTI 바꼈네요
INFJ,엣티제 분들 도와주세요.(내용펑)
ISFJ,e/istj 호감 신호 봐주세요~
ISTP,-
INFP,ESTJ한테 차인거 맞죠?
INTP,(펑)잇티제분들 도와주세요
ESFP,ISTJ 남자
INTJ,잇티제에게 밥 먹자하기
ESTP,엣티제여성분들
ESTJ,"엣티제 과한 정직함,과한 진심 어떻게 내려놓죠"
ENTJ,ESTJ 분들 도와주세요!
INTP,잇티제 호감신호
INFP,잇티제 뭘까요(펑)
ISTP,-
INFP,ESTJ한테 차인거 맞죠?
INTP,(펑)잇티제분들 도와주세요
ESFP,ISTJ 남자
INTJ,잇티제에게 밥 먹자하기
ESTP,엣티제여성분들
ESTJ,"엣티제 과한 정직함,과한 진심 어떻게 내려놓죠"
ENTJ,ESTJ 분들 도와주세요!
INTP,잇티제 호감신호
INFP,잇티제 뭘까요(펑)
ESFP,마지막 연락
ISFJ,"잇티제,엣티제 중 잇프제랑 연애해본적 있으신 분!"
ENTJ,잇티제분들 선호 연락 시간대 질문
ISFJ,누가 호감 티 내면서 다가올 때 이성적 호감 없으면 단둘이 만나나요?
ENTJ,잇티제 남자 소개팅후 질문 (내용펑)
ENFJ,ESTJ 남자친구 맞아아니야 라는 말
INTP,헤어지고 새로운 사람 사귀면 전애인 차단
INFP,Estj 남자친구랑 연애
ESTJ,내로남불 하는사람 어떻게 생각하세요??
ESTJ,결혼
INTP,estj 공감능력 없는거 맞죠?
ISFJ,(펑)
INFJ,infj의 istj친구에 관한 고민
ISTJ,뢀뢀롸 istj 무물
ESTP,엣티제랑 연락
ESFJ,잇티제 남친 상담 의견구합니당 (펑)
ISFJ,엣티제도 조심스러워하나요?
ENFJ,엣티제분들 헤어짐 이유
INFP,istj펑
ENFP,엣티제 호감..인지 궁금합니다
ISFP,여행 계획 무관심한 잇티제의 변명(?)ㅋㅋㅋㅠ
INTP,인팁녀 엣티제 남 연애.. 직접 해보니
INFP,istj에게
ENFJ,엣티제남이랑 사귀는 중인데
ENFP,저 잘 잊을 수 있겠죠
ISTJ,예전에는 자기전에 연락 안주면 불안하고 짜증났는데(불안형)
ENFJ,엣티제한테 고백 성공했습니다
ISTP,"여기가 대한민국 슈퍼리치 1,2위들만 있는곳 맞나요"
ESFP,ISTJ 첫 만남
ENFP,ISTJ 농담 진담 구분 잘 못하나요?
ENFJ,썸남 보러가는데 선물 하나 살까요?
ESFP,전여친 마음정리를 다 못해서 이별 통보한 istj
ESFP,istj 자뻑? 나르시스트 자기애가 높나요?
ISTJ,직장에서 동료들과
ENTP,잇티제 짝남 포기했어요
ENFJ,엣티제 고백
INFP,ESTJ 남자 궁금해요~!!!
INFP,istj 어색한 사람 있을때 어떻게 행동해요?
INTP,좋게 헤어져도 차단하시나요?
ESTP,잇티제남친과의 말싸움
ISTJ,직장인 영양제
INTP,ESTJ는 상대랑 잘해보고싶으면
ENFJ,엣티제분들 이런 행동 여사친에게 가능하세요?
ENTP,Istj는 고백거절 당한 후 포기가 빠른편인가요?
ISTJ,말귀를 잘 못알아들어요 제가
ENFJ,썸남에게 꽃을 받았어요
ENTP,잇티제에게 0.5고백 1차임 당한 후
INFP,estj분들 본인이 직장 상사라면
ENTP,잇티제한테 그냥 좋아한다고 질렀어요
ISTP,istj 남자분들 도와주세요 ㅠㅠ
ENTP,잇티제와의 대화
ENFJ,엣티제썸남이 전여친 얘기를 했어요
ENTP,잇티제랑 연락중에..
ENTP,잇티제와의 연락..
ISFJ,한국에서 인생은 엣티제 처럼 사는게 정답이라고 생각합니다.
ENTP,잇티제 정말 넘넘 가지고 싶군요..
ENFJ,ISTJ-ENFJ 이해도100
ISTJ,카페활동은 안해도 가끔 게시판 구경은 하는데 요즘은 킹받는 글들의 빈도가 몹시 높네요
INFP,INFP와 ISTJ 연애
ISFP,잇티제 남친이 절좋아해서 사귀는건지모르게써요ㅜ
ENTP,엣티제에게 마음이 식고 있어요(펑)
ESTP,잇티제 남친한테 ai사진을 보내봤는데
ESFJ,ISTJ여성분들께 질문입니다
ESTP,잇티제 원래 보수적인가요?
ENFJ,엣티제분들 질문이요👀
ENTJ,ISTJ 여러분께 질문 있습니다
ISTP,ISTJ♥ISTJ 커플입니다. 남친이 마음이 식었데요 조언 부탁드려요ㅠ
ISTJ,잇티제분들중에 짝사랑 성공하신분 있으신가요?
ISTP,istj남친과 재회
ENFJ,엣티제 분들.. 호감 질문이요ㅜㅜ
ISFP,엣티제 취준 이별
ISTJ,내인생 가장 안정적인 남자 estj
ENTP,엣티제분들 여사친 있다고 생각하시죠???
ISFP,회사 잇티제 남자와의 썸인지 뭔지
ISTP,엣티제 여자도 감정적으로 이별 통보하는 경우가 있나요...?
ISFP,잇티제 질투 많나요?
ENFP,엣티제 썸남 도와주세여 . . .
ENFJ,Istj잇티제 남친의 눈물은 뭘까요
ISTJ,내인생 가장 안정적인 남자 estj
ENTP,엣티제분들 여사친 있다고 생각하시죠???
ISFP,회사 잇티제 남자와의 썸인지 뭔지
ISTP,엣티제 여자도 감정적으로 이별 통보하는 경우가 있나요...?
ISFP,잇티제 질투 많나요?
ENFP,엣티제 썸남 도와주세여 . . .
